"subj_idx","stim","response","rt","condition","amygdala_pe"
2015,0,1,0.8736,1,-0.1741850748
2015,-0.5,0,2.0971,1,-0.1549146222
2015,-0.5,0,2.3474,-1,-0.2267081911
2015,-5,0,0.7039,1,-0.08825683665
2015,0.5,1,1,-1,-0.3451673271
2015,0.5,1,1.9129,1,-0.2212530769
2015,0,1,1.8165,-1,-0.136346129
2015,-1,0,1.6364,1,-0.3530573796
2015,-1,0,0.7548,-1,-0.1192726132
2015,-0.5,1,1.2196,1,-0.3305815504
2015,-0.5,0,2.6289,1,-0.2790871443
2015,0.5,1,1.5095,1,-0.2278294948
2015,0.5,1,0.7102,-1,-0.01074641493
2015,-1,0,1.7276,1,-0.7582691775
2015,-0.5,0,2.8486,-1,0.3187539451
2015,-1,0,1.7796,1,-0.6115924861
2015,-0.5,0,1.6508,1,0.06197499674
2015,1,1,0.9758,1,-0.4365260788
2015,0,1,0.8538,1,-1.126054036
2015,-1,0,2.0866,-1,0.2532163016
2015,-0.5,1,0.7404,-1,0.5578717479
2015,-0.5,0,1.4819,-1,0.1427240756
2015,-0.5,1,1.1497,1,0.475667499
2015,0,1,0.967,-1,0.08192303373
2015,1.5,1,0.773,1,-0.3763677886
2015,1,1,1.6272,1,-0.261808444
2015,-1.5,0,0.9059,-1,-0.205917103
2015,1,1,0.9046,-1,-0.5146021662
2015,0,1,2.0044,-1,-0.1549725997
2015,1,1,0.8363,-1,0.12286469
2015,0,1,1.2658,-1,0.04350515189
2015,-1.5,0,1.4783,-1,-0.1869260163
2015,0.5,1,0.9318,1,-0.2695041072
2015,-1,0,1.2861,-1,-0.4847494478
2015,-1.5,0,1.5212,1,-0.03958685739
2015,-1,0,1.5158,1,-0.5751873499
2015,1,1,1.3089,-1,-0.6418512725
2015,-0.5,1,2.5624,1,-0.4542842013
2015,1.5,1,0.7685,1,-0.2834265721
2015,0.5,1,1.0339,-1,-0.08243078054
2015,-0.5,0,1.0274,-1,-0.2735221418
2015,-0.5,0,2.6348,-1,-0.05878104229
2015,1,1,0.7841,1,-0.002235604544
2015,0.5,1,1.4422,1,0.8889524313
2015,-0.5,1,1.4341,1,1.037178176
2015,-1,0,2.3499,1,0.9712829614
2015,-1,0,1.7371,-1,0.3379331325
2015,0,1,2.5982,1,0.1510056415
2015,-0.5,0,1.57,-1,0.2069308942
2015,-0.5,0,2.1134,-1,-0.2890335972
2015,1,1,0.829,1,-0.2166758653
2015,0.5,1,1.179,1,-0.4901274174
2015,1.5,1,0.9272,1,-0.114999342
2015,-1,0,1.1427,-1,0.2267049669
2015,0.5,1,1.2205,1,-0.05283342364
2015,1,1,1.2613,-1,0.08811163343
2015,-1.5,0,1.3203,-1,0.5467149561
2015,1,1,0.8314,1,0.5521570827
2015,-5,0,0.7513,1,0.5123018711
2015,1.5,1,0.8282,1,0.4062613992
2015,-0.5,0,2.6584,-1,0.2012013698
2015,1.5,1,0.8378,-1,-0.008324475549
2015,0.5,1,1.0774,-1,-0.02408412398
2015,0.5,1,1.1282,-1,0.1029544314
2015,-0.5,1,2.1756,1,0.3997637737
2015,0,1,0.7191,1,0.4657815452
2015,0.5,1,0.7543,1,-0.9642311275
2015,-1.5,0,2.3658,1,-1.42391682
2015,-0.5,1,3.6727,1,-0.7034622445
2015,1,1,1.3631,1,0.7677857179
2015,-0.5,1,1.2168,-1,0.7041676075
2015,0,0,2.288,-1,-0.001645479028
2015,1,1,0.6835,1,-0.009891331068
2015,-1.5,0,1.1478,-1,-0.5122326201
2015,1,1,0.9083,-1,0.379580243
2016,-1,0,2.157,1,0.01760332231
2016,0,0,1.0888,-1,0.01578962274
2016,1,1,0.9343,1,0.4195927175
2016,-1.5,0,1.0401,1,0.07557719187
2016,5,1,1.0678,1,0.6844074965
2016,0,1,1.4027,1,0.04034069386
2016,1,1,1.4235,-1,0.4483586382
2016,-0.5,1,1.7648,1,0.2914881277
2016,-1,0,1.5619,1,-0.4428227289
2016,1,1,1.2709,-1,-0.2404421223
2016,-0.5,0,3.1696,-1,-0.2144137153
2016,0,1,0.8263,1,0.6862169459
2016,1.5,1,1.3433,1,-0.08914409895
2016,0.5,1,1.097,-1,-0.05775982488
2016,0,0,2.3113,-1,-0.2150395553
2016,0.5,1,1.2591,1,0.522670235
2016,1.5,1,1.341,-1,0.3629724077
2016,5,1,1.2711,-1,-0.1737997293
2016,-5,0,1.5638,1,0.8126401039
2016,-0.5,0,1.4377,-1,-0.5134152109
2016,1,1,1.1079,-1,-0.07136688526
2016,-0.5,1,2.5139,-1,0.4954855088
2016,-0.5,0,1.4046,1,-0.3424024154
2016,0,1,1.1553,1,-0.05004332659
2016,-0.5,1,1.5308,1,-0.2219223753
2016,1,1,0.9538,1,-0.5208144791
2016,1,1,1.0655,1,0.129355317
2016,-1.5,0,1.0684,-1,-0.4216314327
2016,-0.5,1,1.8689,1,-1.178640633
2016,0.5,1,1.6251,-1,-0.9644008615
2016,-1,0,1.2304,-1,-0.2587859541
2016,1,1,2.0361,-1,-0.1113698969
2016,0.5,1,1.4197,-1,-0.6781275824
2016,-1,0,2.4991,1,-0.3643727476
2016,-1,0,2.3374,1,-1.30642458
2016,-1.5,0,1.5035,-1,-0.02432784355
2016,-0.5,1,1.2998,1,-0.4418297949
2016,0,1,1.3993,1,0.5298907174
2016,0,1,1.4124,1,-0.4675027399
2016,-1.5,0,1.3449,1,-0.6187568617
2016,1,1,0.9594,-1,-0.2300461087
2016,0.5,1,1.3168,1,-0.405178201
2016,-0.5,1,2.8003,1,0.4616225663
2016,1,1,2.0585,1,0.2535164069
2016,0,1,0.99,1,0.2612326128
2016,0.5,1,2.2089,1,-0.2824082945
2016,0.5,1,1.456,1,0.01967073448
2016,-0.5,0,3.5217,-1,0.1926708951
2016,-0.5,0,3.0004,-1,-0.1406407643
2016,1,1,0.9394,1,0.6231254286
2016,0.5,1,2.3193,1,-0.5351589262
2016,-0.5,0,1.0209,-1,-0.1462551905
2016,0,1,2.1287,-1,-0.2357564569
2016,0,1,2.9535,1,0.1507918138
2016,-0.5,0,2.0271,1,-0.09851846736
2016,1.5,1,1.3565,-1,-0.3006367765
2016,-1.5,0,1.0163,1,-0.5319092768
2016,-1,1,2.582,-1,0.1792278101
2016,-0.5,0,1.6084,-1,-0.7939233578
2016,1,1,1.4442,-1,0.0486089001
2016,-0.5,0,1.0732,1,0.4497878738
2016,0.5,1,1.562,-1,-0.4127818885
2016,1,1,0.8904,1,-0.3327163027
2016,-0.5,0,1.1623,-1,-0.2338781486
2016,-1.5,0,1.5903,-1,-0.3408953044
2016,0.5,1,1.6563,1,0.2591538452
2016,0,0,2.4601,-1,0.05304551324
2016,0,0,2.668,1,0.1726593874
2016,0.5,1,1.2714,1,0.04558996275
2016,0.5,1,1.1773,-1,0.32892251
2016,0,0,2.1165,1,-0.3807484797
2016,-1.5,0,1.6058,-1,0.4756302501
2016,1,1,1.1112,-1,-0.5707606534
2016,0,0,2.8055,1,-0.3716220216
2016,-1,0,1.0372,1,-0.2474656149
2016,1.5,1,1.0655,-1,-0.4094209124
2016,0.5,1,1.0922,-1,0.07218313267
2016,1,1,1.7066,1,-0.5466209307
2016,0,0,1.562,-1,-0.6645889971
2016,1.5,1,1.3056,1,-0.2216484714
2016,-0.5,0,1.5539,1,-0.6232145372
2016,-1.5,0,1.9079,-1,-0.5834697554
2016,-1,0,1.1836,-1,-0.6591458336
2016,0.5,1,1.1874,-1,-0.2251886913
2016,0.5,1,1.0859,1,-0.2591808327
2016,0,0,1.2942,-1,-0.8665022529
2016,-0.5,1,2.1553,-1,0.1086795365
2016,-0.5,1,1.585,-1,0.03293194936
2016,1,1,1.8161,1,-0.2871420402
2016,-0.5,0,0.8592,-1,0.005428480491
2016,1.5,1,1.1429,-1,-0.2095672119
2016,0.5,1,1.7867,-1,-0.1836391185
2016,0,1,2.0942,-1,-0.0528152956
2016,-1.5,0,0.8849,1,0.1893173776
2016,-1,0,1.1741,1,-0.6029796021
2016,0,1,1.0803,-1,0.1240514933
2016,0,1,2.7525,1,-0.3466629542
2016,-0.5,0,1.0206,1,-0.2894294938
2016,0.5,1,1.3663,-1,-0.3563606276
2016,0,0,1.5666,-1,-0.6201989557
2016,0,1,2.2763,1,-0.8664325089
2016,0,0,1.846,1,-0.06706996238
2016,1,1,1.1558,1,-0.8061958609
2016,1.5,1,0.8207,1,-0.6167192685
2016,-0.5,0,1.7783,-1,-0.4538135062
2016,1.5,1,0.9909,1,-0.427488295
2016,0,0,3.0415,-1,0.1626096964
2016,0.5,1,0.9904,1,-0.4395925881
2016,0.5,1,0.9429,1,0.4944275023
2016,-1,0,1.6184,-1,-0.579045511
2016,0.5,1,2.8626,1,-1.339197371
2016,0,0,1.3212,-1,-1.064481783
2016,1.5,1,0.9974,-1,0.4946678945
2016,0.5,1,1.0648,1,0.6699117523
2016,-5,0,1.501,-1,0.5438852042
2016,-1,0,1.2587,-1,0.4545788688
2016,-1,0,0.8215,-1,0.4527837615
2016,0.5,1,1.4807,-1,0.03767690221
2016,0.5,1,1.2473,1,0.1795136723
2016,1,1,1.1629,-1,0.1665216389
2016,0,1,1.1488,-1,-0.4589126595
2016,-1,0,1.136,-1,-0.2513696457
2016,-1,0,1.7206,-1,-0.269254526
2016,-0.5,0,1.3791,-1,0.2734611147
2016,-0.5,0,2.6417,1,-0.984311196
2016,0,1,2.037,1,-0.1164197978
2016,-0.5,1,1.1512,1,-0.5992541545
2016,1,1,1.1491,-1,-0.8415037363
2016,0,0,3.0444,-1,-0.5200291015
2016,0.5,1,1.3672,-1,-1.167236091
2016,0.5,0,2.038,1,-0.2753473534
2016,-1.5,0,1.099,1,-0.5914595723
2016,-1,0,1.3537,1,-0.7475893984
2016,-0.5,0,0.9635,1,-2.769738809
2016,1,1,1.2725,1,-0.6628604639
2016,0.5,1,0.9018,-1,-0.26531041
2016,1.5,1,1.2589,-1,-0.3453124222
2016,5,1,1.3278,1,0.3484983185
2016,-0.5,0,0.9513,-1,0.4507678669
2016,-1,0,1.6837,-1,0.0615367706
2016,1.5,1,0.936,1,0.4129440403
2016,-5,0,0.9574,1,-0.8728534767
2016,-1.5,0,1.1604,-1,-0.05290028139
2016,-0.5,0,2.4913,1,-0.4611107838
2016,-5,0,1.0805,-1,0.5960403088
2016,0.5,1,1.3596,-1,-0.2312067162
2016,0,1,1.93,-1,0.5411197484
2016,0.5,1,1.0162,-1,-0.5085090518
2016,-1.5,0,0.9745,1,-0.7256922925
2016,-1,0,2.0333,1,-1.029133595
2016,-1,0,1.6329,1,-0.3024347122
2016,1,1,1.1195,-1,0.2513082133
2016,0,1,1.4358,-1,-0.2529850572
2016,-1,0,1.6822,-1,-0.3519010384
2016,1.5,1,1.241,1,-0.06363916831
2016,5,1,0.8817,-1,-0.06232207483
2016,0,1,1.2694,-1,-0.8674888843
2016,-1,0,1.1587,1,-0.8234963763
2016,0,1,1.876,1,-0.8693425309
2016,0,1,1.9058,1,0.3263507655
2017,5,1,1.0469,1,-0.1048713604
2017,0,1,2.2699,1,-0.007146925299
2017,1,1,1.238,-1,0.03553756259
2017,1.5,1,1.3221,1,-0.3308588398
2017,-0.5,0,2.41,-1,-0.5950226031
2017,0.5,1,3.1476,1,-0.7423469089
2017,0.5,1,1.3478,-1,-0.718732661
2017,0,0,2.3343,1,0.006483567783
2017,1,1,1.586,1,0.1978899613
2017,1.5,1,1.2589,-1,0.8776278948
2017,1,1,2.5309,-1,0.5308679286
2017,0,0,3.2663,1,0.08931112379
2017,1,1,1.3213,1,0.1552562975
2017,-0.5,0,1.7787,1,-0.4060179121
2017,-1.5,0,0.997,-1,-0.7798079118
2017,0.5,1,2.7346,-1,0.09339414139
2017,0.5,1,2.9388,-1,-0.2843489473
2017,-0.5,0,1.0938,1,-0.504261754
2017,0,1,2.2644,-1,0.004145661776
2017,0.5,0,2.389,-1,-0.04733807877
2017,0,0,1.1967,1,0.04883760319
2017,0,1,2.2259,1,0.0950280461
2017,-1.5,0,0.7628,1,-0.2435031044
2017,0,0,1.5963,1,-0.2277741096
2017,-1,0,1.6102,-1,-0.1530462045
2017,-1,0,1.2365,1,-0.3664162782
2017,-1.5,0,1.3054,-1,-0.8270358049
2017,0.5,1,1.3897,-1,-0.002326545616
2017,-1,0,1.0897,-1,-0.1796198528
2017,1,1,1.0154,-1,0.05194922209
2017,-0.5,0,2.5139,1,0.1591790531
2017,0.5,1,2.4207,1,0.6619764926
2017,0.5,1,1.9283,1,0.7657878855
2017,-1.5,0,0.748,-1,0.7382513639
2017,-1.5,0,0.9416,1,0.2565247242
2017,-0.5,1,2.2437,-1,0.3329205797
2017,-0.5,1,2.2232,-1,0.4210435323
2017,-1,0,1.2209,-1,0.3068959408
2017,0,1,2.9841,-1,-0.04346257897
2017,-1,0,0.9759,-1,-0.06048506202
2017,0.5,1,1.7844,-1,-0.06451512516
2017,-0.5,0,1.8235,1,-0.4459946306
2017,-0.5,1,2.4968,-1,-0.8441715069
2017,1,1,1.4754,-1,-0.413873099
2017,-1,0,1.0871,-1,0.02304707644
2017,0,1,2.885,-1,0.1489720412
2017,0.5,1,2.2297,1,0.2275990999
2017,-1.5,0,1.7384,-1,0.2496298185
2017,0.5,1,1.2787,-1,0.1268457407
2017,5,1,0.9545,-1,0.2439608569
2017,0.5,1,2.6363,-1,0.3564144718
2017,0,0,3.055,1,0.1152916861
2017,1,1,1.0304,-1,0.2547814682
2017,1,1,1.9659,1,-0.08224385157
2017,0,1,3.9422,1,0.1719064072
2017,-1.5,0,1.2316,1,0.6515374106
2017,1,1,2.334,-1,0.6014089224
2017,0.5,1,1.1618,-1,0.1313275284
2017,1.5,1,1.1375,1,0.118872701
2017,0,0,1.0884,1,-0.1887646781
2017,0.5,1,1.5814,1,-0.5463060988
2017,-1.5,0,0.8361,1,-0.6574120715
2017,1,1,0.9818,-1,0.1067877212
2017,-1,0,1.4037,1,0.5710443105
2017,5,1,1.0696,1,0.6463137514
2017,-1,1,2.0779,1,0.4857816936
2017,1.5,1,2.2219,1,-0.05287072524
2017,0,0,2.5507,-1,-0.201784909
2017,0.5,1,1.3295,1,0.5636211412
2017,0.5,0,2.4691,-1,0.6231436875
2017,-5,0,1.2172,-1,0.8517804144
2017,-1,0,2.2802,-1,0.04276616462
2017,-0.5,1,3.3941,1,-0.1351674834
2017,-0.5,1,3.2001,1,0.2213256478
2017,0.5,1,1.3496,-1,0.1232031072
2017,-0.5,0,2.8255,-1,0.5815654833
2017,1,1,1.7962,-1,-0.3786304937
2017,0,0,2.1239,1,-0.2066171106
2017,-5,0,1.6837,1,-0.2803690843
2017,0,1,2.2528,-1,0.1393878359
2017,0,1,0.9122,-1,0.1027663892
2017,-1,0,2.0161,1,0.2840549625
2017,0.5,1,2.1395,-1,0.3317010485
2017,1.5,1,1.1248,1,0.1039404905
2017,0.5,1,1.8203,1,0.3070132181
2017,-5,0,0.969,1,0.3694879024
2017,-5,0,1.2521,-1,0.3464422982
2017,0.5,1,1.361,-1,-0.06634588668
2017,-1,0,2.7028,-1,-0.2101297046
2017,1.5,1,1.2828,-1,0.9714367743
2017,0,1,2.8366,-1,0.3834505443
2017,0.5,1,3.2843,1,-0.2050258363
2017,-1,1,1.2446,1,-0.4765597703
2017,1,1,0.9829,-1,0.08762531059
2017,0,1,2.762,-1,-0.1805004737
2017,0,1,2.7653,1,0.376159176
2017,1.5,1,2.4484,1,0.4476286377
2017,1.5,1,0.9757,-1,1.107577289
2017,0,1,1.7582,-1,0.6093320967
2017,1,1,2.2577,1,0.7672127751
2017,1,1,1.2293,1,-0.3831173601
2017,0,1,2.3137,1,0.2415337691
2017,0,1,2.3771,-1,0.8116932788
2017,-0.5,0,1.9961,-1,0.08136883876
2017,-0.5,0,2.3617,1,0.6438490458
2017,-0.5,1,1.0426,1,-0.4344935159
2017,0,0,2.3983,-1,-0.3718651442
2017,-1,0,2.4656,1,-0.2341129379
2017,-0.5,1,3.2957,1,0.405704191
2017,-0.5,0,2.553,-1,-0.4850512538
2017,0.5,1,1.8921,1,-0.4167382181
2017,0.5,1,1.1023,1,-0.58784839
2017,-1,0,1.3851,1,0.03269121838
2017,5,1,1.08,-1,0.1756426512
2017,-0.5,0,2.6314,-1,0.4041782936
2017,-1.5,0,0.7604,1,0.03555409011
2017,-0.5,1,2.6845,1,-0.0380845861
2017,-0.5,1,0.974,-1,0.4027531844
2017,1,1,2.1985,-1,-0.2687362598
2017,1,1,2.0933,1,0.567746961
2017,-1.5,0,1.0379,1,0.3389851647
2017,-1,0,1.4173,-1,-0.3510869446
2017,0.5,1,0.9817,1,-0.1896898323
2017,-0.5,1,1.8628,1,-0.2833620943
2017,0,1,1.941,-1,-0.5463768227
2017,-1,0,0.9179,-1,-0.0808872871
2017,-0.5,0,2.3178,-1,-0.5938582062
2017,-1,1,3.2299,1,-0.5217033552
2017,0.5,1,0.9061,1,-0.5647594917
2017,-0.5,1,2.6138,1,-0.8363691587
2017,-0.5,0,2.4429,1,-0.001605866164
2017,-0.5,0,2.2914,1,-0.1057119523
2017,1,1,1.0613,1,0.6589643243
2017,0,1,1.3624,1,0.7845441353
2017,-1,0,0.836,-1,1.23215428
2017,-0.5,1,1.757,-1,1.121094351
2017,-1.5,0,0.7583,-1,1.947196202
2017,-0.5,1,2.6758,-1,1.390493694
2017,0,1,0.8393,1,1.36351968
2017,0,1,2.2937,-1,0.7580794401
2017,-1,0,1.9382,1,1.166998109
2017,0.5,1,0.8717,1,1.12522804
2017,1.5,1,1.1639,-1,1.608010928
2017,0,0,2.6934,-1,0.623045417
2017,-1,0,1.8659,1,0.5292781794
2017,0.5,1,0.9957,1,0.06987597239
2017,0.5,1,0.7616,-1,-0.1506795454
2017,1,1,0.7827,1,0.5990107354
2017,0,1,0.9849,1,0.3327915091
2017,-0.5,1,1.7283,-1,0.9553282464
2017,1.5,1,1.2518,1,0.4336048663
2017,-1.5,0,0.9434,-1,-0.2659091442
2017,0,1,1.8453,-1,0.1932718168
2017,1,1,2.1813,1,0.2124577867
2017,0,1,2.7783,1,0.07576492406
2017,1.5,1,1.6692,-1,0.04715485468
2017,0,0,0.9576,-1,-0.1865640476
2017,-0.5,1,1.4617,-1,-0.4545883228
2017,1,1,1.8552,1,-0.01522080662
2017,1.5,1,1.1783,-1,0.977529083
2018,0.5,1,3.0345,-1,-0.8355697556
2018,1.5,1,1.3263,1,-0.3935338539
2018,0.5,1,1.1232,1,0.1569707948
2018,1.5,1,2.1903,-1,0.3913593026
2018,-1,0,1.9905,-1,-0.07704202864
2018,0.5,0,2.3637,-1,0.0272183603
2018,0,1,2.0429,-1,0.2182321675
2018,-1.5,0,2.2564,1,0.1527493738
2018,1,1,1.0894,1,0.1322268503
2018,-1,0,2.2588,1,0.3638539213
2018,0,1,2.5787,1,0.04924593548
2018,0.5,1,1.7955,1,0.06969411649
2018,-1,0,1.3773,-1,-0.1894053866
2018,-0.5,0,2.955,-1,-0.2257167201
2018,-1,0,1.6327,1,-0.1711642502
2018,0,1,2.1381,-1,0.5591270377
2018,-0.5,0,3.3969,-1,0.47683111
2018,-1,1,2.7057,1,0.9988658663
2018,1,1,1.5035,-1,0.2720818848
2018,1.5,1,2.2961,-1,0.1360826833
2018,0.5,1,1.461,1,-1.120900401
2018,-1,1,1.5447,1,-0.501654728
2018,0.5,1,1.55,1,0.1329947621
2018,0.5,0,2.7921,-1,0.1610476186
2018,-0.5,1,1.3205,1,0.316532727
2018,-0.5,0,1.5812,-1,0.1146575653
2018,0,1,3.3496,-1,-0.08099132579
2018,0.5,1,1.0731,1,0.1781096334
2018,-5,0,1.9936,1,0.3303224184
2018,1,1,1.2908,-1,0.5504533323
2018,-1,0,1.6049,-1,0.3752885781
2018,0.5,1,1.9728,-1,0.1088465746
2018,0,1,1.4392,1,0.03259926431
2018,1.5,1,1.0754,1,-0.8176450427
2018,-1.5,0,1.2715,1,0.05525502736
2018,-1.5,0,1.3372,-1,-0.5881994536
2018,0.5,1,1.9826,-1,-0.2901750249
2018,-0.5,0,2.1161,1,0.5242413001
2018,0,0,1.5045,-1,0.2296987972
2018,1.5,1,1.3777,-1,0.297675363
2018,-1,0,2.1782,-1,-0.05084215275
2018,0,1,3.4312,1,0.1737529563
2018,-0.5,0,3.8802,-1,0.07416921903
2018,0,0,3.5566,-1,0.04670617241
2018,-1.5,0,1.6198,1,0.08329773093
2018,-1,0,2.3791,-1,0.04981033475
2018,0,1,2.5675,1,0.2530264688
2018,-1,0,1.2426,-1,-0.02028777502
2018,0,1,3.1079,1,-0.282509197
2018,-1.5,0,3.1998,-1,-0.2496838695
2018,1.5,1,1.0376,1,-0.1001107727
2018,1,1,1.1106,1,0.4283449692
2018,-1,0,2.0335,1,-0.8608007461
2018,-0.5,0,1.9435,1,-0.972741238
2018,0.5,1,1.1087,-1,0.3140573539
2018,-0.5,0,1.9041,1,1.413751683
2018,0,0,1.9749,-1,0.4205186368
2018,-1,0,3.3407,1,0.05730665191
2018,0.5,1,1.7537,-1,-0.300806767
2018,0,0,1.4844,-1,-0.5556804774
2018,1.5,1,1.0868,-1,-0.5909807071
2018,-0.5,0,1.4985,-1,-0.3987545329
2018,1,1,1.5068,-1,-0.560273492
2018,-0.5,0,2.4832,-1,-0.07668781047
2018,0.5,1,1.283,-1,0.09092235288
2018,1.5,1,1.072,1,-0.1263123464
2018,0,1,1.1817,1,-0.1782899369
2018,-1,0,1.0818,1,0.1801429738
2018,0,1,2.1045,-1,0.01503879216
2018,-1.5,0,0.9005,-1,-0.3792238374
2018,0,1,1.7385,1,-0.2055026808
2018,-5,0,1.8643,1,-0.1928612224
2018,0,1,1.1595,1,0.7407158329
2018,0,1,1.8711,-1,0.01481146012
2018,0,0,1.2823,-1,0.3144848481
2018,5,1,0.7661,1,-0.5645794214
2018,-0.5,0,2.1471,1,0.2728759218
2018,1.5,1,1.1568,-1,0.85295841
2018,-0.5,0,1.2153,-1,0.1299764288
2018,5,1,1.837,-1,0.1894002215
2018,0,1,1.8276,1,-0.2372118426
2018,-5,0,1.0668,-1,-0.01055919732
2018,-1,0,1.3884,-1,0.05367332535
2018,0,1,1.9138,-1,0.3739047511
2018,1,1,1.0482,1,0.1067406111
2018,0.5,1,1.4133,1,-0.5397296501
2018,-1,1,2.4382,1,0.311354928
2018,0,0,1.2617,-1,-1.167629709
2018,0,1,2.45,1,0.05203632001
2018,0,1,1.4401,1,1.157038724
2018,-1,0,1.1692,-1,0.9236552874
2018,5,1,0.9322,-1,0.365449416
2018,1,1,1.0057,-1,0.362268584
2018,-0.5,1,1.2048,1,0.6540282188
2018,-0.5,0,2.9087,1,-1.001555152
2018,-1.5,0,1.1167,1,0.5351340257
2018,0,0,2.6427,1,-0.3926543575
2018,-0.5,0,1.0717,-1,-1.176558168
2018,5,1,0.9874,1,-0.9422262965
2018,-1.5,0,1.0142,-1,-0.2222672476
2018,0,1,1.208,1,0.852081086
2018,0,0,1.3687,-1,0.3573037816
2018,-0.5,0,2.9781,1,-0.2203544067
2018,0.5,1,1.0775,1,-1.087821982
2018,1,1,1.1455,1,-0.4947661546
2018,1,1,0.8733,1,-0.06767816613
2018,0.5,1,0.9785,-1,-0.01189704735
2018,1.5,1,0.9543,1,0.03325543955
2018,1,1,1.1253,1,0.2620605586
2018,1,1,2.3056,-1,-0.5804822179
2018,-0.5,0,2.2187,-1,-0.6599826873
2018,0.5,1,1.5856,-1,-0.6535936207
2018,-0.5,1,0.757,1,0.08663289685
2018,1,1,1.1467,-1,-0.6833963323
2018,0,1,2.9551,1,-0.3329343198
2018,-0.5,0,2.2441,1,0.0834383439
2018,-0.5,0,2.878,-1,0.2822490629
2018,-1.5,0,1.0735,-1,0.6905580309
2018,0,1,2.2024,-1,-0.1031074153
2018,-0.5,0,0.9163,-1,0.3793533726
2018,0.5,1,1.4084,1,0.2296353818
2018,-1,0,1.3841,1,0.004120100369
2018,-1,0,2.737,1,0.3405204475
2018,1,1,1.1087,-1,0.3178756559
2018,1,1,0.8658,1,0.2581837249
2018,1.5,1,1.1536,-1,-0.8023040341
2018,1,1,0.7558,1,-0.2378439949
2018,-1.5,0,0.8373,-1,0.26589676
2018,0.5,1,1.5649,-1,-0.868240915
2018,0,1,1.1215,1,-0.1539290029
2018,-1,0,1.8045,-1,0.1076706887
2018,1,1,0.7997,1,0.7150033611
2018,0.5,1,0.9435,1,0.6802605726
2018,-5,0,0.9244,-1,0.4210770355
2018,-0.5,1,2.6331,1,0.04438362627
2018,-0.5,0,1.7383,-1,0.490490369
2018,0.5,1,2.0109,-1,0.5069985916
2018,-0.5,0,0.8478,-1,0.5947776071
2018,1,1,1.1162,-1,-0.1513467115
2018,0.5,1,1.1648,-1,-0.9166543024
2018,1,1,1.1265,-1,0.007486283244
2018,0.5,1,1.2263,-1,0.06274766685
2018,-0.5,0,0.9192,-1,-0.06293795276
2018,0,1,1.5068,1,-0.001715422728
2018,0,0,2.5538,-1,-0.08026626767
2018,0,1,1.023,-1,0.09497427516
2018,0.5,1,1.9122,1,-0.02933374804
2018,-0.5,0,1.1021,1,0.01095154178
2018,1,1,1.8422,1,-0.1731880787
2018,-1,0,1.6482,-1,0.09391038123
2018,-1.5,0,0.9504,1,-1.151724955
2018,1,1,0.7317,-1,-0.119322789
2018,-0.5,1,1.5393,1,-0.1013097619
2018,1.5,1,0.862,1,-0.07824834197
2018,0.5,0,2.6781,1,-0.7098949305
2018,0.5,1,0.8537,1,0.2131008663
2018,0.5,1,1.0435,1,0.8921431786
2018,-1.5,0,1.4046,1,0.9251091402
2018,-0.5,1,1.5691,1,0.8675528923
2018,0.5,1,2.4437,1,0.8418186157
2019,0,1,2.8422,-1,-1.281344487
2019,0,1,2.1596,-1,-1.708450086
2019,0,1,1.1773,1,-1.219232438
2019,-0.5,0,3.3801,1,-1.230403388
2019,1.5,1,1.2628,-1,-1.314102407
2019,0,1,1.3129,1,-1.61111052
2019,-0.5,0,3.2526,-1,-1.226112937
2019,0,1,0.8337,1,-0.5403184203
2019,5,1,1.0322,1,-0.7299289822
2019,-1.5,0,1.6781,-1,-0.9628675309
2019,-1,0,1.027,1,-1.095466485
2019,1.5,1,1.2575,-1,-0.7727748282
2019,5,1,0.9934,-1,0.2643041885
2019,1,1,1.5342,1,-0.03972490358
2019,-1.5,0,1.2308,1,-0.08563375005
2019,0,1,2.009,1,0.3868945902
2019,0,1,0.705,-1,0.5570616537
2019,0.5,1,1.605,1,-0.03309157654
2019,1.5,1,0.8224,1,0.7609163764
2019,1,1,1.6728,-1,1.073346845
2019,0.5,1,3.0398,1,-1.088553649
2019,-0.5,1,1.4518,-1,1.926907535
2019,1,1,1.0793,-1,1.180917715
2019,-0.5,0,2.8874,-1,0.380434222
2019,1.5,1,2.4948,-1,-0.3439121411
2019,-1.5,0,0.9849,1,-1.150579817
2019,-1,0,1.0583,1,0.1461513452
2019,-1,0,0.807,-1,0.03487773073
2019,-1,0,0.9214,1,-0.10325278
2019,0,1,2.4471,-1,-0.7320929111
2019,-5,0,0.97,-1,-1.210218915
2019,0.5,1,2.2942,-1,-0.9369518382
2019,-0.5,0,2.1473,1,-0.4259490194
2019,-1,0,2.2448,1,-1.359829956
2019,0.5,0,1.8136,-1,-1.057647509
2019,0.5,0,2.149,-1,-0.06080757054
2019,-0.5,1,1.615,1,-0.5269229584
2019,1.5,1,1.231,1,-1.189920226
2019,0,0,2.055,-1,-0.9264606001
2019,0.5,1,1.0233,-1,-0.4866564269
2019,-1.5,0,0.8634,1,-0.6770714527
2019,1,1,1.2387,-1,-0.8700179671
2019,0.5,1,2.3025,1,-0.6339916438
2019,-1,0,2.4825,1,-0.5373848278
2019,-0.5,1,2.7541,1,-0.381581731
2019,0.5,1,3.0702,1,-1.184294332
2019,1,1,1.0367,-1,-0.4754963986
