"Sub","Con","Pred","Cat_n","Choice","RT","Conf","Want2See","MotCon"
"2013","Coop","0",40,0,2.6441,2,0,TRUE
"2013","Coop","0",55,1,1.0271,4,0,FALSE
"2013","Coop","1",40,1,1.874,3,1,TRUE
"2013","Coop","1",55,1,1.7157,4,1,TRUE
"2013","Coop","0",60,1,1.7657,3,0,FALSE
"2013","Coop","0",45,0,1.0657,5,0,TRUE
"2013","Coop","0",40,0,2.3054,2,0,TRUE
"2013","Coop","1",50,1,2.511,3,1,TRUE
"2013","Coop","1",50,1,2.5491,3,1,TRUE
"2013","Coop","1",50,1,0.9607,4,1,TRUE
"2013","Coop","0",45,1,1.9961,2,0,FALSE
"2013","Coop","0",45,1,1.7428,3,0,FALSE
"2013","Coop","0",45,0,2.4478,2,0,TRUE
"2013","Coop","1",55,1,2.4915,4,1,TRUE
"2013","Coop","1",40,0,1.2186,4,1,FALSE
"2013","Coop","1",45,0,2.1123,4,1,FALSE
"2013","Coop","1",60,1,2.1038,4,1,TRUE
"2013","Coop","1",60,1,0.8941,4,1,TRUE
"2013","Coop","1",40,0,2.8539,4,1,FALSE
"2013","Coop","0",65,1,1.7522,4,0,FALSE
"2013","Coop","0",55,1,1.8739,4,0,FALSE
"2013","Coop","1",55,1,2.0379,4,1,TRUE
"2013","Coop","1",45,0,2.3487,4,1,FALSE
"2013","Coop","0",45,1,1.6367,4,0,FALSE
"2013","Coop","0",60,1,2.8413,3,0,FALSE
"2013","Coop","0",55,1,2.8139,3,0,FALSE
"2013","Coop","0",35,0,2.2036,4,0,TRUE
"2013","Coop","1",60,1,1.2733,4,1,TRUE
"2013","Coop","1",50,1,1.9916,4,1,TRUE
"2013","Coop","0",35,0,1.4332,4,0,TRUE
"2013","Coop","0",50,1,2.2881,4,0,FALSE
"2013","Coop","0",0,0,1.0868,4,0,TRUE
"2013","Coop","0",50,1,3.1512,4,0,FALSE
"2013","Coop","1",65,1,0.9359,5,1,TRUE
"2013","Coop","1",45,0,1.5803,2,1,FALSE
"2013","Coop","1",50,1,2.9051,4,1,TRUE
"2013","Coop","1",55,1,3.0385,4,1,TRUE
"2013","Coop","1",40,NA,NA,NA,1,NA
"2013","Coop","1",45,0,2.0365,4,1,FALSE
"2013","Coop","1",45,0,1.1867,4,1,FALSE
"2013","Comp","1",40,0,1.3685,4,0,TRUE
"2013","Comp","0",60,1,1.2295,5,1,TRUE
"2013","Comp","1",50,1,1.2119,3,0,FALSE
"2013","Comp","1",50,1,1.6867,2,0,FALSE
"2013","Comp","0",55,1,1.0306,5,1,TRUE
"2013","Comp","0",55,0,2.6622,4,1,FALSE
"2013","Comp","0",35,0,1.8592,4,1,FALSE
"2013","Comp","0",45,0,2.262,3,1,FALSE
"2013","Comp","0",60,1,2.2014,4,1,TRUE
"2013","Comp","0",40,0,1.1281,4,1,FALSE
"2013","Comp","1",40,0,1.6413,3,0,TRUE
"2013","Comp","0",60,1,1.1367,3,1,TRUE
"2013","Comp","1",60,1,1.2197,3,0,FALSE
"2013","Comp","0",45,0,1.7036,3,1,FALSE
"2013","Comp","1",50,1,2.4863,4,0,FALSE
"2013","Comp","1",50,1,2.495,4,0,FALSE
"2013","Comp","0",40,0,1.1176,3,1,FALSE
"2013","Comp","1",50,0,2.6105,2,0,TRUE
"2013","Comp","0",55,1,1.398,1,1,TRUE
"2013","Comp","1",45,1,2.3499,3,0,FALSE
"2013","Comp","0",50,1,2.1741,3,1,TRUE
"2013","Comp","1",35,0,0.9169,4,0,TRUE
"2013","Comp","0",55,1,1.5452,3,1,TRUE
"2013","Comp","1",45,1,1.6744,4,0,FALSE
"2013","Comp","0",40,0,2.0111,3,1,FALSE
"2013","Comp","1",50,1,2.6844,2,0,FALSE
"2013","Comp","0",50,1,1.5538,3,1,TRUE
"2013","Comp","1",35,0,0.8152,3,0,TRUE
"2013","Comp","1",40,0,3.0417,1,0,TRUE
"2013","Comp","0",50,0,1.9863,3,1,FALSE
"2013","Comp","1",0,0,1.3356,4,0,TRUE
"2013","Comp","1",50,1,2.4449,4,0,FALSE
"2013","Comp","1",55,0,0.9173,2,0,TRUE
"2013","Comp","0",50,1,1.9332,5,1,TRUE
"2013","Comp","1",45,NA,NA,NA,0,NA
"2013","Comp","0",45,1,1.804,4,1,TRUE
"2013","Comp","1",60,1,1.0403,5,0,FALSE
"2013","Comp","1",65,1,0.5882,5,0,FALSE
"2013","Comp","1",45,0,1.8917,4,0,TRUE
"2013","Comp","1",65,1,1.1041,5,0,FALSE
"2013","Coop","0",60,1,2.0345,5,0,FALSE
"2013","Coop","0",35,0,0.6445,5,0,TRUE
"2013","Coop","1",45,0,1.9029,4,1,FALSE
"2013","Coop","1",60,1,0.9703,5,1,TRUE
"2013","Coop","0",40,1,1.3708,3,0,FALSE
"2013","Coop","0",100,1,1.2998,5,0,FALSE
"2013","Coop","1",100,1,1.9752,4,1,TRUE
"2013","Coop","0",55,1,2.8183,1,0,FALSE
"2013","Coop","1",35,0,2.8406,3,1,FALSE
"2013","Coop","0",50,1,0.9475,3,0,FALSE
"2013","Coop","1",55,1,1.5291,4,1,TRUE
"2013","Coop","1",0,0,1.0096,5,1,FALSE
"2013","Coop","0",60,1,0.9809,4,0,FALSE
"2013","Coop","1",45,1,2.6743,5,1,TRUE
"2013","Coop","1",35,0,1.2097,5,1,FALSE
"2013","Coop","0",50,1,1.455,4,0,FALSE
"2013","Coop","1",35,0,0.8445,5,1,FALSE
"2013","Coop","0",55,1,0.9246,3,0,FALSE
"2013","Coop","0",50,0,2.3667,4,0,TRUE
"2013","Coop","0",60,1,1.4699,4,0,FALSE
"2013","Coop","0",55,1,0.8585,4,0,FALSE
"2013","Coop","1",50,1,1.3469,5,1,TRUE
"2013","Coop","1",50,0,3.0899,2,1,FALSE
"2013","Coop","0",40,0,1.3986,5,0,TRUE
"2013","Coop","0",55,1,1.2387,2,0,FALSE
"2013","Coop","1",50,1,0.6813,4,1,TRUE
"2013","Coop","0",45,0,1.238,4,0,TRUE
"2013","Coop","1",65,0,1.6809,1,1,FALSE
"2013","Coop","1",40,0,0.8856,4,1,FALSE
"2013","Coop","1",65,1,1.0149,5,1,TRUE
"2013","Coop","0",40,0,1.5317,3,0,TRUE
"2013","Coop","0",50,1,1.4891,2,0,FALSE
"2013","Coop","0",65,0,2.5295,1,0,TRUE
"2013","Coop","1",55,1,1.0857,3,1,TRUE
"2013","Coop","0",65,1,0.8947,4,0,FALSE
"2013","Coop","0",50,1,2.4279,2,0,FALSE
"2013","Coop","0",50,0,2.4584,2,0,TRUE
"2013","Coop","0",45,0,0.7532,1,0,TRUE
"2013","Coop","1",60,1,1.9298,4,1,TRUE
"2013","Coop","1",55,1,1.0217,5,1,TRUE
"2013","Comp","1",45,0,2.0349,3,0,TRUE
"2013","Comp","0",60,1,1.1908,4,1,TRUE
"2013","Comp","1",55,1,1.2005,4,0,FALSE
"2013","Comp","0",55,1,2.6235,4,1,TRUE
"2013","Comp","1",55,1,1.0382,5,0,FALSE
"2013","Comp","0",55,1,2.3371,4,1,TRUE
"2013","Comp","1",45,0,1.4661,3,0,TRUE
"2013","Comp","1",35,0,0.9196,5,0,TRUE
"2013","Comp","1",45,0,1.9814,1,0,TRUE
"2013","Comp","0",45,1,2.623,3,1,TRUE
"2013","Comp","1",40,0,1.1815,3,0,TRUE
"2013","Comp","1",100,1,1.0257,5,0,FALSE
"2013","Comp","1",55,1,1.2362,3,0,FALSE
"2013","Comp","1",60,1,0.8123,4,0,FALSE
"2013","Comp","0",100,1,1.8222,5,1,TRUE
"2013","Comp","1",50,0,1.5341,3,0,TRUE
"2013","Comp","0",65,1,1.1284,2,1,TRUE
"2013","Comp","0",50,0,1.1225,3,1,FALSE
"2013","Comp","0",35,0,1.0276,2,1,FALSE
"2013","Comp","0",50,1,1.9346,2,1,TRUE
"2013","Comp","1",60,1,0.6903,5,0,FALSE
"2013","Comp","0",45,1,0.9792,4,1,TRUE
"2013","Comp","0",50,1,2.0769,4,1,TRUE
"2013","Comp","0",60,1,0.8243,3,1,TRUE
"2013","Comp","0",40,0,0.8645,4,1,FALSE
"2013","Comp","1",60,1,2.3017,5,0,FALSE
"2013","Comp","1",55,1,1.9871,3,0,FALSE
"2013","Comp","1",40,0,0.8994,4,0,TRUE
"2013","Comp","1",65,1,2.4128,5,0,FALSE
"2013","Comp","0",55,1,0.8958,4,1,TRUE
"2013","Comp","0",65,1,1.4266,5,1,TRUE
"2013","Comp","0",40,0,1.5783,2,1,FALSE
"2013","Comp","0",35,0,0.973,3,1,FALSE
"2013","Comp","0",45,0,1.9682,3,1,FALSE
"2013","Comp","0",0,0,0.8026,5,1,FALSE
"2013","Comp","0",45,0,2.2121,1,1,FALSE
"2013","Comp","0",50,1,1.0969,3,1,TRUE
"2013","Comp","1",55,0,2.8694,2,0,TRUE
"2013","Comp","0",65,1,1.0764,5,1,TRUE
"2013","Comp","1",55,1,0.8443,4,0,FALSE
"2015","Coop","1",50,1,0.8916,4,1,TRUE
"2015","Coop","0",40,0,2.8686,3,0,TRUE
"2015","Coop","0",65,1,0.9551,5,0,FALSE
"2015","Coop","1",35,0,1.8361,4,1,FALSE
"2015","Coop","1",65,1,0.7927,5,1,TRUE
"2015","Coop","0",45,1,1.1579,3,0,FALSE
"2015","Coop","0",40,0,2.3029,3,0,TRUE
"2015","Coop","1",40,0,3.211,3,1,FALSE
"2015","Coop","0",100,1,0.8409,5,0,FALSE
"2015","Coop","1",50,1,1.119,4,1,TRUE
"2015","Coop","0",0,0,0.972,5,0,TRUE
"2015","Coop","1",55,1,1.9729,4,1,TRUE
"2015","Coop","0",50,0,2.7704,3,0,TRUE
"2015","Coop","1",50,1,0.9325,4,1,TRUE
"2015","Coop","0",55,1,2.5917,3,0,FALSE
"2015","Coop","1",60,1,0.8483,5,1,TRUE
"2015","Coop","0",60,1,2.4148,4,0,FALSE
"2015","Coop","0",55,1,1.0112,5,0,FALSE
"2015","Coop","1",50,1,2.029,4,1,TRUE
"2015","Coop","0",35,0,1.281,4,0,TRUE
"2015","Coop","1",55,1,1.3657,4,1,TRUE
"2015","Coop","0",50,1,3.548,3,0,FALSE
"2015","Coop","1",50,NA,NA,NA,1,NA
"2015","Coop","1",100,1,0.808,5,1,TRUE
"2015","Coop","0",65,1,0.9235,4,0,FALSE
"2015","Coop","1",65,1,1.1511,5,1,TRUE
"2015","Coop","0",55,1,0.7824,5,0,FALSE
"2015","Coop","0",65,1,0.7257,5,0,FALSE
"2015","Coop","0",55,1,1.8988,4,0,FALSE
"2015","Coop","1",45,1,2.241,2,1,TRUE
"2015","Coop","0",55,1,1.1786,3,0,FALSE
"2015","Coop","1",40,0,3.2187,2,1,FALSE
"2015","Coop","1",45,0,3.068,3,1,FALSE
"2015","Coop","0",50,1,1.5829,3,0,FALSE
"2015","Coop","0",60,1,1.1309,4,0,FALSE
"2015","Coop","0",45,1,2.0248,3,0,FALSE
"2015","Coop","1",60,1,1.0322,5,1,TRUE
"2015","Coop","1",35,0,1.4835,4,1,FALSE
"2015","Coop","1",55,1,1.2144,5,1,TRUE
"2015","Coop","0",60,1,0.763,5,0,FALSE
"2015","Comp","0",50,1,1.9732,3,1,TRUE
"2015","Comp","1",50,1,1.4846,3,0,FALSE
"2015","Comp","0",50,1,0.9973,4,1,TRUE
"2015","Comp","1",40,0,1.5847,4,0,TRUE
"2015","Comp","1",55,1,0.8237,4,0,FALSE
"2015","Comp","1",55,1,0.9725,4,0,FALSE
"2015","Comp","0",40,0,2.3889,3,1,FALSE
"2015","Comp","1",65,1,1.0307,5,0,FALSE
"2015","Comp","1",0,0,1.0333,5,0,TRUE
"2015","Comp","1",60,1,1.3469,5,0,FALSE
"2015","Comp","0",55,1,0.7076,5,1,TRUE
"2015","Comp","0",100,1,1.3052,5,1,TRUE
"2015","Comp","1",50,1,1.5286,4,0,FALSE
"2015","Comp","0",55,1,1.035,4,1,TRUE
"2015","Comp","1",60,1,0.9465,4,0,FALSE
"2015","Comp","0",40,1,1.574,3,1,TRUE
"2015","Comp","1",50,1,2.2679,3,0,FALSE
"2015","Comp","1",45,0,2.7633,3,0,TRUE
"2015","Comp","1",50,1,1.2387,4,0,FALSE
"2015","Comp","1",55,1,1.7251,3,0,FALSE
"2015","Comp","1",65,1,0.9784,5,0,FALSE
"2015","Comp","1",55,1,1.0837,5,0,FALSE
"2015","Comp","1",50,0,1.7128,3,0,TRUE
"2015","Comp","0",40,1,2.4605,2,1,TRUE
"2015","Comp","0",50,0,1.7809,3,1,FALSE
"2015","Comp","1",35,0,1.0162,4,0,TRUE
"2015","Comp","1",100,1,0.7393,5,0,FALSE
"2015","Comp","0",45,1,1.616,3,1,TRUE
"2015","Comp","1",40,0,2.9887,3,0,TRUE
"2015","Comp","0",35,0,0.8536,4,1,FALSE
"2015","Comp","1",40,0,1.5761,3,0,TRUE
"2015","Comp","0",50,1,1.6175,3,1,TRUE
"2015","Comp","1",50,1,1.4533,4,0,FALSE
"2015","Comp","0",35,0,1.2979,4,1,FALSE
"2015","Comp","1",50,1,1.0964,4,0,FALSE
"2015","Comp","0",50,1,2.5331,2,1,TRUE
"2015","Comp","0",50,1,0.8805,3,1,TRUE
"2015","Comp","0",45,1,1.2214,4,1,TRUE
"2015","Comp","0",55,1,1.0614,5,1,TRUE
"2015","Comp","0",45,1,1.2688,2,1,TRUE
"2015","Coop","1",55,1,1.3642,3,1,TRUE
"2015","Coop","0",45,1,2.2404,2,0,FALSE
"2015","Coop","0",50,1,1.9796,3,0,FALSE
"2015","Coop","1",60,1,0.9852,5,1,TRUE
"2015","Coop","1",50,1,0.8538,5,1,TRUE
"2015","Coop","1",50,1,0.8736,5,1,TRUE
"2015","Coop","1",45,0,2.0971,4,1,FALSE
"2015","Coop","0",45,0,2.3474,3,0,TRUE
"2015","Coop","1",0,0,0.7039,5,1,FALSE
"2015","Coop","0",55,1,1,5,0,FALSE
"2015","Coop","1",55,1,1.9129,4,1,TRUE
"2015","Coop","0",50,1,1.8165,3,0,FALSE
"2015","Coop","1",40,0,1.6364,4,1,FALSE
"2015","Coop","0",40,0,0.7548,4,0,TRUE
"2015","Coop","1",45,1,1.2196,4,1,TRUE
"2015","Coop","1",45,0,2.6289,3,1,FALSE
"2015","Coop","1",55,1,1.5095,3,1,TRUE
"2015","Coop","0",55,1,0.7102,4,0,FALSE
"2015","Coop","1",40,0,1.7276,3,1,FALSE
"2015","Coop","0",45,0,2.8486,3,0,TRUE
"2015","Coop","1",40,0,1.7796,3,1,FALSE
"2015","Coop","1",45,0,1.6508,3,1,FALSE
"2015","Coop","1",60,1,0.9758,4,1,TRUE
"2015","Coop","1",50,1,0.8538,4,1,TRUE
"2015","Coop","0",40,0,2.0866,2,0,TRUE
"2015","Coop","0",45,1,0.7404,4,0,FALSE
"2015","Coop","0",45,0,1.4819,4,0,TRUE
"2015","Coop","1",45,1,1.1497,2,1,TRUE
"2015","Coop","0",50,1,0.967,4,0,FALSE
"2015","Coop","1",65,1,0.773,5,1,TRUE
"2015","Coop","1",60,1,1.6272,4,1,TRUE
"2015","Coop","0",35,0,0.9059,4,0,TRUE
"2015","Coop","0",60,1,0.9046,5,0,FALSE
"2015","Coop","0",50,1,2.0044,4,0,FALSE
"2015","Coop","0",60,1,0.8363,5,0,FALSE
"2015","Coop","0",50,1,1.2658,3,0,FALSE
"2015","Coop","0",35,0,1.4783,4,0,TRUE
"2015","Coop","1",55,1,0.9318,4,1,TRUE
"2015","Coop","0",40,0,1.2861,4,0,TRUE
"2015","Coop","1",35,0,1.5212,4,1,FALSE
"2015","Comp","0",40,0,1.5158,3,1,FALSE
"2015","Comp","1",60,1,1.3089,4,0,FALSE
"2015","Comp","0",45,1,2.5624,2,1,TRUE
"2015","Comp","0",65,1,0.7685,5,1,TRUE
"2015","Comp","1",55,1,1.0339,5,0,FALSE
"2015","Comp","1",45,0,1.0274,5,0,TRUE
"2015","Comp","1",45,0,2.6348,3,0,TRUE
"2015","Comp","0",60,1,0.7841,4,1,TRUE
"2015","Comp","0",55,1,1.4422,4,1,TRUE
"2015","Comp","0",45,1,1.4341,3,1,TRUE
"2015","Comp","0",40,0,2.3499,3,1,FALSE
"2015","Comp","1",40,0,1.7371,4,0,TRUE
"2015","Comp","0",50,1,2.5982,3,1,TRUE
"2015","Comp","1",45,0,1.57,4,0,TRUE
"2015","Comp","1",45,0,2.1134,2,0,TRUE
"2015","Comp","0",60,1,0.829,4,1,TRUE
"2015","Comp","0",55,1,1.179,5,1,TRUE
"2015","Comp","0",65,1,0.9272,5,1,TRUE
"2015","Comp","1",40,0,1.1427,5,0,TRUE
"2015","Comp","0",55,1,1.2205,5,1,TRUE
"2015","Comp","1",60,1,1.2613,4,0,FALSE
"2015","Comp","1",35,0,1.3203,5,0,TRUE
"2015","Comp","0",60,1,0.8314,5,1,TRUE
"2015","Comp","0",0,0,0.7513,5,1,FALSE
"2015","Comp","0",65,1,0.8282,5,1,TRUE
"2015","Comp","1",45,0,2.6584,2,0,TRUE
"2015","Comp","1",65,1,0.8378,5,0,FALSE
"2015","Comp","1",55,1,1.0774,4,0,FALSE
"2015","Comp","1",55,1,1.1282,3,0,FALSE
"2015","Comp","0",45,1,2.1756,4,1,TRUE
"2015","Comp","0",50,1,0.7191,5,1,TRUE
"2015","Comp","0",55,1,0.7543,4,1,TRUE
"2015","Comp","0",35,0,2.3658,4,1,FALSE
"2015","Comp","0",45,1,3.6727,2,1,TRUE
"2015","Comp","0",60,1,1.3631,4,1,TRUE
"2015","Comp","1",45,1,1.2168,3,0,FALSE
"2015","Comp","1",50,0,2.288,3,0,TRUE
"2015","Comp","0",60,1,0.6835,4,1,TRUE
"2015","Comp","1",35,0,1.1478,4,0,TRUE
"2015","Comp","1",60,1,0.9083,5,0,FALSE
"2016","Coop","1",40,0,2.157,5,1,FALSE
"2016","Coop","0",50,0,1.0888,5,0,TRUE
"2016","Coop","1",60,1,0.9343,5,1,TRUE
"2016","Coop","1",35,0,1.0401,5,1,FALSE
"2016","Coop","1",100,1,1.0678,5,1,TRUE
"2016","Coop","1",50,1,1.4027,5,1,TRUE
"2016","Coop","0",60,1,1.4235,5,0,FALSE
"2016","Coop","1",45,1,1.7648,5,1,TRUE
"2016","Coop","1",40,0,1.5619,5,1,FALSE
"2016","Coop","0",60,1,1.2709,4,0,FALSE
"2016","Coop","0",45,0,3.1696,2,0,TRUE
"2016","Coop","1",50,1,0.8263,5,1,TRUE
"2016","Coop","1",65,1,1.3433,5,1,TRUE
"2016","Coop","0",55,1,1.097,5,0,FALSE
"2016","Coop","0",50,0,2.3113,1,0,TRUE
"2016","Coop","1",55,1,1.2591,5,1,TRUE
"2016","Coop","0",65,1,1.341,5,0,FALSE
"2016","Coop","0",100,1,1.2711,5,0,FALSE
"2016","Coop","1",0,0,1.5638,5,1,FALSE
"2016","Coop","0",45,0,1.4377,5,0,TRUE
"2016","Coop","0",60,1,1.1079,5,0,FALSE
"2016","Coop","0",45,1,2.5139,3,0,FALSE
"2016","Coop","1",45,0,1.4046,4,1,FALSE
"2016","Coop","1",50,1,1.1553,4,1,TRUE
"2016","Coop","1",45,1,1.5308,1,1,TRUE
"2016","Coop","1",60,1,0.9538,5,1,TRUE
"2016","Coop","1",60,1,1.0655,5,1,TRUE
"2016","Coop","0",35,0,1.0684,5,0,TRUE
"2016","Coop","1",45,1,1.8689,5,1,TRUE
"2016","Coop","0",55,1,1.6251,5,0,FALSE
"2016","Coop","0",40,0,1.2304,4,0,TRUE
"2016","Coop","0",60,1,2.0361,5,0,FALSE
"2016","Coop","0",55,1,1.4197,5,0,FALSE
"2016","Coop","1",40,0,2.4991,4,1,FALSE
"2016","Coop","1",40,0,2.3374,4,1,FALSE
"2016","Coop","0",35,0,1.5035,4,0,TRUE
"2016","Coop","1",45,1,1.2998,5,1,TRUE
"2016","Coop","1",50,1,1.3993,5,1,TRUE
"2016","Coop","1",50,1,1.4124,5,1,TRUE
"2016","Coop","1",35,0,1.3449,5,1,FALSE
"2016","Comp","1",60,1,0.9594,5,0,FALSE
"2016","Comp","0",55,1,1.3168,5,1,TRUE
"2016","Comp","0",45,1,2.8003,5,1,TRUE
"2016","Comp","0",60,1,2.0585,1,1,TRUE
"2016","Comp","0",50,1,0.99,5,1,TRUE
"2016","Comp","0",55,1,2.2089,2,1,TRUE
"2016","Comp","0",55,1,1.456,5,1,TRUE
"2016","Comp","1",45,0,3.5217,3,0,TRUE
"2016","Comp","1",45,0,3.0004,3,0,TRUE
"2016","Comp","0",60,1,0.9394,5,1,TRUE
"2016","Comp","0",55,1,2.3193,5,1,TRUE
"2016","Comp","1",45,0,1.0209,5,0,TRUE
"2016","Comp","1",50,1,2.1287,3,0,FALSE
"2016","Comp","0",50,1,2.9535,3,1,TRUE
"2016","Comp","0",45,0,2.0271,2,1,FALSE
"2016","Comp","1",65,1,1.3565,5,0,FALSE
"2016","Comp","0",35,0,1.0163,3,1,FALSE
"2016","Comp","1",40,1,2.582,1,0,FALSE
"2016","Comp","1",45,0,1.6084,5,0,TRUE
"2016","Comp","1",60,1,1.4442,5,0,FALSE
"2016","Comp","0",45,0,1.0732,5,1,FALSE
"2016","Comp","1",55,1,1.562,5,0,FALSE
"2016","Comp","0",60,1,0.8904,5,1,TRUE
"2016","Comp","1",45,0,1.1623,5,0,TRUE
"2016","Comp","1",35,0,1.5903,3,0,TRUE
"2016","Comp","0",55,1,1.6563,2,1,TRUE
"2016","Comp","1",50,0,2.4601,1,0,TRUE
"2016","Comp","0",50,0,2.668,3,1,FALSE
"2016","Comp","0",55,1,1.2714,4,1,TRUE
"2016","Comp","1",55,1,1.1773,4,0,FALSE
"2016","Comp","0",50,0,2.1165,3,1,FALSE
"2016","Comp","1",35,0,1.6058,4,0,TRUE
"2016","Comp","1",60,1,1.1112,4,0,FALSE
"2016","Comp","0",50,0,2.8055,4,1,FALSE
"2016","Comp","0",40,0,1.0372,3,1,FALSE
"2016","Comp","1",65,1,1.0655,5,0,FALSE
"2016","Comp","1",55,1,1.0922,5,0,FALSE
"2016","Comp","0",60,1,1.7066,5,1,TRUE
"2016","Comp","1",50,0,1.562,4,0,TRUE
"2016","Comp","0",65,1,1.3056,5,1,TRUE
"2016","Coop","1",45,0,1.5539,4,1,FALSE
"2016","Coop","0",35,0,1.9079,4,0,TRUE
"2016","Coop","0",40,0,1.1836,4,0,TRUE
"2016","Coop","0",55,1,1.1874,4,0,FALSE
"2016","Coop","1",55,1,1.0859,3,1,TRUE
"2016","Coop","0",50,0,1.2942,4,0,TRUE
"2016","Coop","0",45,1,2.1553,4,0,FALSE
"2016","Coop","0",45,1,1.585,4,0,FALSE
"2016","Coop","1",60,1,1.8161,5,1,TRUE
"2016","Coop","0",45,0,0.8592,4,0,TRUE
"2016","Coop","0",65,1,1.1429,5,0,FALSE
"2016","Coop","0",55,1,1.7867,5,0,FALSE
"2016","Coop","0",50,1,2.0942,3,0,FALSE
"2016","Coop","1",35,0,0.8849,5,1,FALSE
"2016","Coop","1",40,0,1.1741,5,1,FALSE
"2016","Coop","0",50,1,1.0803,5,0,FALSE
"2016","Coop","1",50,1,2.7525,5,1,TRUE
"2016","Coop","1",45,0,1.0206,4,1,FALSE
"2016","Coop","0",55,1,1.3663,4,0,FALSE
"2016","Coop","0",50,0,1.5666,2,0,TRUE
"2016","Coop","1",50,1,2.2763,2,1,TRUE
"2016","Coop","1",50,0,1.846,3,1,FALSE
"2016","Coop","1",60,1,1.1558,5,1,TRUE
"2016","Coop","1",65,1,0.8207,5,1,TRUE
"2016","Coop","0",45,0,1.7783,5,0,TRUE
"2016","Coop","1",65,1,0.9909,5,1,TRUE
"2016","Coop","0",50,0,3.0415,5,0,TRUE
"2016","Coop","1",55,1,0.9904,4,1,TRUE
"2016","Coop","1",55,1,0.9429,5,1,TRUE
"2016","Coop","0",40,0,1.6184,5,0,TRUE
"2016","Coop","1",55,1,2.8626,1,1,TRUE
"2016","Coop","0",50,0,1.3212,4,0,TRUE
"2016","Coop","0",65,1,0.9974,4,0,FALSE
"2016","Coop","1",55,1,1.0648,5,1,TRUE
"2016","Coop","0",0,0,1.501,5,0,TRUE
"2016","Coop","0",40,0,1.2587,5,0,TRUE
"2016","Coop","0",40,0,0.8215,5,0,TRUE
"2016","Coop","0",55,1,1.4807,5,0,FALSE
"2016","Coop","1",55,1,1.2473,5,1,TRUE
"2016","Coop","0",60,1,1.1629,5,0,FALSE
"2016","Comp","1",50,1,1.1488,5,0,FALSE
"2016","Comp","1",40,0,1.136,5,0,TRUE
"2016","Comp","1",40,0,1.7206,5,0,TRUE
"2016","Comp","1",45,0,1.3791,5,0,TRUE
"2016","Comp","0",45,0,2.6417,5,1,FALSE
"2016","Comp","0",50,1,2.037,5,1,TRUE
"2016","Comp","0",45,1,1.1512,5,1,TRUE
"2016","Comp","1",60,1,1.1491,5,0,FALSE
"2016","Comp","1",50,0,3.0444,1,0,TRUE
"2016","Comp","1",55,1,1.3672,5,0,FALSE
"2016","Comp","0",55,0,2.038,3,1,FALSE
"2016","Comp","0",35,0,1.099,5,1,FALSE
"2016","Comp","0",40,0,1.3537,5,1,FALSE
"2016","Comp","0",45,0,0.9635,5,1,FALSE
"2016","Comp","0",60,1,1.2725,5,1,TRUE
"2016","Comp","1",55,1,0.9018,5,0,FALSE
"2016","Comp","1",65,1,1.2589,5,0,FALSE
"2016","Comp","0",100,1,1.3278,5,1,TRUE
"2016","Comp","1",45,0,0.9513,5,0,TRUE
"2016","Comp","1",40,0,1.6837,5,0,TRUE
"2016","Comp","0",65,1,0.936,5,1,TRUE
"2016","Comp","0",0,0,0.9574,5,1,FALSE
"2016","Comp","1",35,0,1.1604,5,0,TRUE
"2016","Comp","0",45,0,2.4913,5,1,FALSE
"2016","Comp","1",0,0,1.0805,5,0,TRUE
"2016","Comp","1",55,1,1.3596,5,0,FALSE
"2016","Comp","1",50,1,1.93,5,0,FALSE
"2016","Comp","1",55,1,1.0162,5,0,FALSE
"2016","Comp","0",35,0,0.9745,5,1,FALSE
"2016","Comp","0",40,0,2.0333,5,1,FALSE
"2016","Comp","0",40,0,1.6329,5,1,FALSE
"2016","Comp","1",60,1,1.1195,5,0,FALSE
"2016","Comp","1",50,1,1.4358,5,0,FALSE
"2016","Comp","1",40,0,1.6822,5,0,TRUE
"2016","Comp","0",65,1,1.241,5,1,TRUE
"2016","Comp","1",100,1,0.8817,5,0,FALSE
"2016","Comp","1",50,1,1.2694,5,0,FALSE
"2016","Comp","0",40,0,1.1587,5,1,FALSE
"2016","Comp","0",50,1,1.876,5,1,TRUE
"2016","Comp","0",50,1,1.9058,5,1,TRUE
"2017","Coop","1",100,1,1.0469,5,1,TRUE
"2017","Coop","1",50,1,2.2699,3,1,TRUE
"2017","Coop","0",60,1,1.238,5,0,FALSE
"2017","Coop","1",65,1,1.3221,5,1,TRUE
"2017","Coop","0",45,0,2.41,3,0,TRUE
"2017","Coop","1",55,1,3.1476,5,1,TRUE
"2017","Coop","0",55,1,1.3478,5,0,FALSE
"2017","Coop","1",50,0,2.3343,5,1,FALSE
"2017","Coop","1",60,1,1.586,5,1,TRUE
"2017","Coop","0",65,1,1.2589,3,0,FALSE
"2017","Coop","0",60,1,2.5309,5,0,FALSE
"2017","Coop","1",50,0,3.2663,3,1,FALSE
"2017","Coop","1",60,1,1.3213,5,1,TRUE
"2017","Coop","1",45,0,1.7787,5,1,FALSE
"2017","Coop","0",35,0,0.997,5,0,TRUE
"2017","Coop","0",55,1,2.7346,3,0,FALSE
"2017","Coop","0",55,1,2.9388,3,0,FALSE
"2017","Coop","1",45,0,1.0938,5,1,FALSE
"2017","Coop","0",50,1,2.2644,5,0,FALSE
"2017","Coop","0",55,0,2.389,3,0,TRUE
