"DLPFC_cope","DLPFC_cope_scaled"
2600.917073,0.6317619967
2310.258063,0.3330532913
5936.633825,0.7534330943
-3788.590158,-0.5260269264
10098.99836,1.048090755
1032.933733,0.07907241849
13915.68786,1.527653106
13446.33851,1.417346637
-546.6789968,0.386935554
-4644.540028,-0.6652775105
-4200.363657,-0.7635775414
6989.398836,0.8889219253
7734.148027,0.3903833998
-9694.315607,-1.461244262
6806.86919,1.228775093
2856.610159,0.4654181005
863.7817642,0.2735467096
1182.502989,0.4848426513
-13346.79462,-1.441084193
2.862497441,0.2725837838
-3364.893629,-0.2240488882
-15251.00289,-1.32256703
-31979.87862,-3.01694815
-12842.1402,-1.109668984
-25511.62574,-2.523322622
-16060.50035,-1.637384993
-10064.30499,-1.046410843
-7969.637772,-0.8595351602
2673.882583,0.2115347666
811.0097032,-0.02165403997
-1596.852051,-0.2322598062
10953.58508,1.085020398
4097.693431,0.467655565
2788.703657,0.2649823437
2949.204514,0.2768992858
-1810.977893,-0.2441732103
-1486.702881,-0.1636796624
3399.979755,0.2701876768
10308.00769,0.9929997939
-4571.750519,-0.5435098023
-3107.329297,-0.4237033029
3732.146234,0.3188510604
3164.947342,0.4057758226
8891.525823,0.8213485399
5819.467368,0.4897486034
-2956.853085,-0.3576150655
-3335.213649,-0.4668594805
-7037.610785,-0.7699392393
3150.214979,0.3135840784
5613.673584,0.5180650961
-4176.14627,-0.5610237428
991.0747521,-0.05228173449
1227.296723,-0.007866037908
628.8477122,0.1559563989
-4417.743421,-0.4158960934
117.6318546,0.09785379718
-2070.622111,-0.2103698141
-1313.878372,-0.1570360214
419.8346183,0.02839531705
-3776.694512,-0.3924386599
8186.890813,0.8654826947
-27502.19471,-2.47359141
-28798.97407,-2.827707021
-22181.91038,-2.153779289
-14738.28274,-1.449770094
-6711.351449,-0.7375512584
-10637.16932,-1.000122634
-2639.060866,-0.2616509584
2450.452749,0.1427268032
-5374.871039,-0.6499693911
7283.061823,0.6218688326
-2407.353867,-0.2805997166
4354.58168,0.5061376885
2959.126507,0.2513807142
-9595.573175,-1.018155109
-1436.418977,-0.1872731895
12930.76726,1.141445472
4508.270764,0.306532235
-7651.248596,-0.9236735893
2525.393188,0.1761370943
-4362.027099,-0.4772349694
-4963.823794,-0.3999694872
-7613.852666,-0.8594847352
3568.019694,0.4725339642
8204.742861,0.7318548518
1233.211101,0.08805512704
-7300.401654,-0.758321933
4909.714955,0.4854499286
-11244.94523,-1.275517455
-7130.787588,-0.6799600392
1052.312657,0.08480713556
3755.567347,0.3650696413
495.104934,-0.0605203757
-12287.66174,-1.297598383
-8485.413324,-0.9014170226
4154.244662,0.3749873876
-2760.348838,-0.3060586125
-2562.03686,-0.4069296025
1653.627438,0.06674514102
-10155.40523,-1.053659117
-4782.622821,-0.502119708
-32931.86511,-3.171929772
-20789.78746,-1.852158245
-20489.91139,-2.046906939
-18114.31658,-1.855543068
-20094.59281,-1.99641834
-2517.451452,-0.2905697491
-2148.269113,-0.4146795122
-9208.362895,-0.8891310162
-7733.862183,-0.8364259443
2967.599434,0.2682580003
-9250.880086,-1.035020203
4613.712103,0.3158863818
2903.772174,0.08294685735
191.5137463,-0.2399994486
4524.893334,0.2935205094
-1175.01406,-0.1113025437
-7705.903347,-0.4995257348
2581.348533,0.6913633822
308.6182711,0.660788178
-3397.485208,0.4497483664
-13668.13873,-2.283300189
-1085.928374,-0.8011608363
62.82713315,-0.5282722314
-4651.722943,-0.838470538
-5452.569251,-0.7221559902
-2288.82759,-0.3482795596
-6377.530319,-0.8600730029
-5615.150839,-0.7143602338
-7307.899417,-0.7599979059
-5766.993872,-0.6389610222
-14272.44911,-1.350801965
1874.804371,0.402478774
66.1972048,0.09775642978
-2618.466185,-0.2431008814
-3042.80366,-0.2689816389
-4832.830534,-0.4876643556
1550.040324,0.118818114
-2131.807382,-0.2247595846
939.8306086,-0.03053386588
-4174.475773,-0.5249078254
-18294.29126,-1.716974703
-28443.56743,-2.837826805
-25854.53608,-2.583010449
-18561.80632,-1.885836318
-14774.57153,-1.411314826
-10512.59252,-1.054511906
-267.8299519,-0.03130861735
-6982.958709,-0.719867727
-2241.130908,-0.404041594
-5248.408216,-0.6471916077
-3978.654036,-0.4825447525
-6825.750024,-0.81681918
1177.851282,0.0406890498
3447.694007,0.2629807791
11647.80776,1.267941038
4167.653554,0.3658303915
-4295.680111,0.07841504485
471.0288079,0.4260369104
6740.126523,0.9997497804
8188.670545,1.26324833
-2025.547766,-0.5837745798
2452.899787,0.1189590679
5835.458059,0.6171719331
7949.807714,0.7969479597
-5311.328215,-0.4679254266
-3609.21072,-0.5482760486
-1970.391322,-0.344284095
-4104.420502,-0.2190664208
-6860.086512,-0.6178597306
-303.3850788,-0.06073813071
6793.38847,0.8281584106
2508.472436,0.2990002296
-2475.673755,-0.2312780852
852.2119524,-0.1294291748
-3152.928299,-0.6441934177
14818.02288,1.339168547
4347.803522,0.09710570418
2360.612635,-0.05009417966
10328.07656,0.9194768005
18496.20788,1.760166173
-31632.54889,-3.262615051
-16918.05945,-1.738389564
-11158.43255,-1.029357356
3703.330275,0.9285647765
-3256.378101,0.07797186734
-8651.538927,-0.5577262804
-9152.704332,-0.9889821897
569.3851963,0.365794783
-2138.069979,0.2047550799
-1546.312713,0.1689306734
5218.4971,0.6392497012
-2692.880507,-0.6245644385
-2527.9177,-1.074653707
-5296.684459,-0.6579420688
1067.47987,0.2215298489
8276.540768,1.476155392
9561.041209,1.961143842
12619.02368,2.417160819
10726.0298,1.901946857
-5911.648501,-0.4157102896
-16275.13216,-1.340633218
-6515.107327,-0.4030528635
5112.904343,0.9890610213
25.40530246,0.4025860131
8557.354354,1.360808365
-5032.122866,-0.7377433251
-6969.670422,-0.8274701436
-1004.716688,-0.1718643577
8176.536666,1.284105282
4894.013582,1.191004079
-294.9003403,0.5650399808
-1031.482887,0.4081092134
-12370.39422,-1.631341421
-19700.23744,-2.128555077
8528.353261,1.202103035
-6181.137612,-0.6940362739
-3949.24031,-0.2009637073
11783.73833,2.162959499
4699.375362,1.015617329
6808.243738,1.594800694
-28354.05962,-3.423429022
-16499.26221,-1.482926303
-12800.46976,-1.12506543
-10823.56834,-0.9829246692
-7202.009031,-0.8325191894
-1933.076394,-0.2215417289
3098.958865,0.5542539429
853.8920343,0.4069870509
3087.118649,0.5639308591
-1929.686526,0.1054901799
1192.67715,0.6625064648
2591.308983,0.9616479558
-13962.3732,-1.039813117
-18541.81695,-1.801207428
3753.961906,-0.1600992573
15371.09751,1.549162531
548.9959599,-0.2770777452
2156.009611,0.02974904896
2578.693339,0.01514742156
-11708.3445,-1.421054965
-12716.11827,-0.9534964463
-9433.403034,-0.5758309611
-2488.803542,-0.03755950003
10380.72407,1.689519967
-1621.653426,0.2017926577
299.35086,0.05143195684
3580.777383,0.6244365164
4131.125697,0.7532809722
238.1752979,0.1792743437
-6976.321953,-0.8508758096
1122.499539,0.5398714379
99.06564429,0.1744066906
1503.779403,0.0469763678
1439.407929,0.5187217124
1556.024624,-0.3470548845
-7578.958601,-1.146755302
-1481.065742,0.1736296208
4417.766696,1.118180086
994.2271974,0.4294054003
1383.946156,-0.0511723297
-25500.79089,-2.795582275
-27755.40205,-3.210649828
-13181.29871,-1.807124229
-12699.56885,-2.456270469
-20491.72052,-4.425403863
-22363.16586,-2.939052462
-4718.397915,-1.184023833
-16141.09187,-0.2306386201
4133.845828,1.312397267
19770.77052,3.546729788
8852.987634,0.2740381776
-2226.031385,-1.443358352
10721.12558,0.8475689434
2950.506398,-0.1666355287
-7792.603791,-0.8149693955
9604.130449,1.271931538
-4917.876211,-0.2369110321
-16921.51647,-1.888653119
-12395.4148,-1.531960185
-9311.512487,-1.716920555
9386.494984,0.954323532
5328.856642,0.6756590728
-14554.29167,-1.430877698
-20632.1005,-2.349146026
4154.055353,0.5195734818
-1432.769182,-0.1558016378
3004.141045,0.1271278127
-3612.504576,-0.5105280073
7407.630377,1.032744544
-7168.924292,-0.8658404613
-2082.746891,-0.1080906979
-6224.845002,-0.8738386937
-9055.418199,-1.210824197
-10318.3051,-0.752789761
12188.85334,2.445321336
6182.396328,2.158081777
16577.59333,2.363481839
-4562.072446,-0.6780961833
12476.62899,2.138559556
7527.188398,1.457800836
-39519.81763,-4.322918056
-42238.81065,-5.044085183
-19137.09852,-1.659935695
-9661.709477,-0.2397357535
-17447.31224,-3.383211828
-24924.59281,-3.297457289
4277.104238,0.4849351303
-1377.595613,-0.5263537801
-9230.233534,-1.050835155
-1700.862206,-0.2753558063
5792.67993,1.571092168
16169.76573,1.868956581
4594.756716,0.5219541996
16537.87715,2.709091681
64.31447196,-0.4710042782
13765.5603,1.932009467
7471.864638,1.181064519
10295.68265,1.561518813
-6519.8296,-0.9238535367
-14809.45845,-1.615042942
7327.292149,0.3736874356
3023.226995,0.5606398319
12118.77932,1.834178874
6540.786176,1.403631044
6197.257789,1.283445679
13701.17442,2.651975001
7142.286,1.52583228
-2422.498205,-0.40541593
6790.595536,1.477824173
4578.079905,0.1810819785
-9064.608284,-0.8084583874
9414.783954,1.861213858
12013.74358,1.824858985
-4167.633415,-0.126759309
-5057.058746,-0.4602712004
11342.21781,1.905197202
14376.96777,2.555539939
13195.82342,2.619129207
6480.317438,0.9116850326
4490.330218,0.353741567
-41184.77705,-2.706722106
-29366.65204,-1.957592763
-21953.47951,-1.503733064
-28227.79491,-2.047416427
-5651.125744,-0.1576943526
-15713.36213,-1.367288367
-14465.55449,-1.048218056
724.7035897,0.2071948495
-6809.908466,-0.3960646664
1118.184678,0.1297748005
-13301.09307,-1.270174911
-11286.44806,-1.280152128
-4930.098278,-0.5994601795
19664.1485,1.779425402
-9639.623895,-1.0470784
-4640.094651,-0.645512623
-3855.762231,-0.3774199156
2981.249336,0.2203128399
2408.607524,0.08336590149
-4070.51779,-0.5867216454
-13130.40594,-1.312013797
25734.13692,2.803415244
20906.9038,2.407885324
9213.709305,0.6857271981
21245.42214,2.134843792
4723.481959,0.5442077986
-18347.82902,-2.141550163
-12539.41407,-1.491117204
10627.97262,1.2371321
-13675.4771,-1.360815169
-13487.109,-1.492712625
-110.623649,-0.1444713192
-24645.94455,-2.792216975
-7206.361174,-0.7873453588
-16572.9229,-1.863122752
-16621.08909,-1.996026602
-10548.18719,-1.447229767
6046.101243,0.7422811271
-7354.41321,-0.5606916422
-346.1742084,0.08025975766
-20723.35566,-1.855215044
-32997.60082,-2.981518107
-23779.20972,-2.712062207
-32602.14526,-3.722716578
-20988.46973,-2.200304841
-5632.32341,-0.8945136951
-15156.9407,-1.623555859
-1733.893672,-0.04732723287
-14030.92166,-1.415688105
-6149.237372,-1.029294536
-7944.523358,-1.370458656
4519.324258,0.3699350386
-5270.932545,-0.7837913352
-1435.658984,-0.119016871
79.60547211,0.5133883829
8465.603348,0.2764789547
-13112.34091,-1.768847086
2755.236126,-0.1073964304
3790.067424,-0.1452681534
-8859.512048,-1.444049175
-14938.64812,1.048254139
-12618.03806,-2.458158746
-1480.911831,0.3406311352
-8677.873283,-0.03466311759
1160.716592,0.5599681031
-8661.085868,-0.9525526892
-2031.366996,0.01314562795
-8826.686766,-0.5452238359
5056.558309,0.6475434736
-7337.790074,-0.5422563566
607.6408362,-0.1663946534
2812.159969,0.4725705641
-10245.69021,-0.7612926409
7713.534006,0.6826509958
-1787.077249,-0.02885793762
2888.375016,0.124289026
595.7010853,0.1088759561
10230.80758,0.06996225406
-15440.63886,2.792550246
-2040.333556,1.382564649
-36474.70644,-2.917329883
-30223.28973,-2.479073494
-43889.74291,-4.736194746
-30318.40873,-3.137895528
-7973.173315,-0.5490568265
-13062.05854,-1.061430781
3633.429727,1.227179063
344.2752734,0.6621361608
2171.45077,0.6308579931
-11983.10747,-3.078236517
13903.55734,0.0571731945
-199.1294163,-1.631213537
7502.82259,-0.3699922995
8550.26,-0.1474523482
-1400.812825,-0.04360092303
-811.8316501,0.2674355284
-4430.511469,-0.3662626004
10561.16717,1.700037472
-12815.53267,-0.5684050507
-21705.41231,-1.417026811
14858.1715,2.02673426
-3650.793016,-0.1339743255
-4842.18105,-0.5584932593
2177.428414,0.7834543788
-5602.190562,-0.1523557803
-7482.227323,-0.5278100622
-21391.97731,-1.784007597
-30191.99149,-2.064819911
-13811.84366,-1.517643663
-8327.336239,-0.5068968827
-10251.16575,-1.095341304
-27553.53644,-2.362310675
-13545.77697,-1.243985158
938.5313218,0.08842175329
1179.866955,-0.2088372369
-7376.876571,-1.031667629
-2404.610264,-0.4036939225
-1215.053704,-0.7431594604
-13229.43368,-2.169125775
20767.17985,2.055626493
-10452.86773,-1.676852312
-47777.40251,-3.224179298
-20961.5651,-0.6238710008
-8257.912942,0.1376195182
-14766.67353,-0.7367624378
5593.842229,-0.4406518807
-1225.505863,-0.03009525295
-7374.399119,-1.123774662
-14201.36977,-1.756111762
4343.953798,-0.05119029302
-3501.801579,-0.6893611601
-11819.36985,-1.011664304
-1110.64372,-0.1537042821
3353.925531,0.6849404626
3819.139374,1.441950372
-4176.894998,0.7393765979
-13785.23058,-0.4629580804
6964.89424,1.414517085
-6553.743939,0.09757882574
6882.003829,1.060447349
22663.87693,2.55732556
2880.497827,0.5881814129
4309.535207,0.5276042175
12500.15222,1.047439457
12616.63878,0.8742166053
-24093.78485,-2.203286602
-11575.59342,-1.334822372
-11738.0715,-1.240040036
-5763.24003,-0.5223590786
-4759.514866,-0.6939283384
-6097.306774,-0.7821899886
-14875.38631,-1.307588351
-7928.541884,-0.317471148
-3541.584736,0.08045266159
4502.288778,0.7675343534
-10574.50419,-0.9301247658
-8043.284593,-0.8495697451
-1762.525055,-0.03681168922
121.0381678,0.3462867065
-9561.98777,-0.5243384344
-10779.06544,-1.126699975
-8805.706409,-0.9033953983
-5556.719139,-0.6864663035
-9432.590538,-1.733706752
-4665.334077,-0.8428169899
-583.4583768,0.7651464878
-8732.472915,-0.9383179032
-1774.751953,0.1928005544
-3216.156004,-0.724125239
-4615.273124,-0.7799106471
-5492.959975,-1.049672122
2995.996274,0.4079284915
125.2641853,0.3525166192
-6568.142051,-0.5208912486
-9611.916966,-1.019955665
-6484.028134,-0.3188686422
2485.262128,0.9733146105
-2986.298724,0.3690661698
557.5868699,0.7349077067
-1483.513328,0.6116091143
1779.235064,0.1501706297
-5448.332906,0.03342090026
-4684.37463,-0.2770485152
5188.898629,0.9070106906
-6142.668287,-0.9006731754
-434.1144731,-0.4354917866
-4709.727557,-0.4423621307
1383.342696,0.4264656782
3112.978578,0.4016152347
282.7555304,-0.3863891694
-1476.636891,-0.4891597958
-2381.780387,-0.7044428639
-3499.617125,-0.4985569829
-8824.232029,-0.9939203854
861.8889101,0.8516260033
2269.046492,0.3445212934
159.7324539,0.6079292627
1886.989166,0.6231690058
-4359.013194,-0.3256197031
-4260.776407,-0.3914609307
-10625.78188,-0.9471344743
-10236.51813,-1.018517589
-3322.182055,-0.2800192666
-817.4772651,-0.2521958127
-4501.708082,-0.8196376136
-6014.734738,-0.589178964
-6889.722028,-0.917533094
1374.006856,0.1838326249
-5196.224902,-0.2734305493
2147.780243,0.2189123166
