"antInsula_cope","antInsula_cope_scaled"
5892.426986,0.4682429982
-10341.43136,-0.7763311389
-11475.74256,-0.8525676408
-9558.395896,-0.7239770663
-6273.330933,-0.4948278489
-3733.452983,-0.288165057
-10808.7928,-0.8257560697
-6931.66742,-0.523975194
-3444.54753,-0.2580054784
-8647.370759,-0.6782122663
-4767.79693,-0.3947287586
-3151.638066,-0.2778487501
-15697.19499,-1.167973886
-3259.094221,-0.2154840382
-49592.76481,-3.736128892
1583.897575,0.0936426003
-3779.789611,-0.339061941
-3971.331994,-0.3375446706
3385.361316,0.2380146121
-5803.031944,-0.4750325024
-2089.527052,-0.1848041444
-9285.297176,-0.6808247037
-4134.265454,-0.3319786234
-1846.24737,-0.1319616202
-1616.648666,-0.1304960385
-8728.198178,-0.6519118111
-11788.59795,-0.8791028679
-1104.722022,-0.09013933646
-3400.369441,-0.2777979296
-2155.656434,-0.1372935688
-10845.96926,-0.8126152052
-5824.331522,-0.4690281359
-6354.283939,-0.4863087611
729.4483471,0.03796015105
-7904.525991,-0.6479661233
-10669.98783,-0.8228360552
1442.553783,0.09438439663
-5340.077467,-0.4410270671
-4123.239945,-0.3046805036
737.2542667,0.01731694737
-1856.620475,-0.1667194065
-4753.426825,-0.3797759165
-7126.412999,-0.5740159905
-15259.29444,-1.222272432
-16765.77015,-1.37216305
-13597.4492,-1.108648233
-19434.1393,-1.555525363
-14151.10687,-1.14740896
-8490.96988,-0.683884843
-3592.726732,-0.2881161387
15952.12637,1.27452192
4839.719239,0.3661685952
-6045.334187,-0.5042230663
-9240.02412,-0.7454989143
-5837.75791,-0.4535758458
-9466.560833,-0.739154932
227.1243694,0.0264978745
-3026.586019,-0.241477855
-8247.871471,-0.661015245
-233.786086,-0.02508459794
-16943.692,-1.370131743
-2489.706557,-0.2033731837
11768.31691,0.9467298898
-2192.516609,-0.1451273271
-1390.256996,-0.08859809834
-8014.614301,-0.6464989939
-764.191347,-0.04195727128
-2325.254195,-0.1860409984
-6330.627758,-0.5061946349
-8418.261446,-0.6819959015
1506.014075,0.1068249388
-4985.636641,-0.4276115057
-4162.651034,-0.3523448494
8373.828637,0.6626912476
942.5568384,0.05453368224
-5710.211809,-0.4714327348
-3644.458871,-0.2970774045
-3337.804617,-0.280215816
-19528.95993,-1.576403573
-8027.839244,-0.6450336678
-12318.03642,-1.011042999
-17061.92638,-1.390437371
-17220.27521,-1.391567757
-21823.46612,-1.757405496
-16318.41951,-1.325116887
-12782.78119,-1.008079133
-8299.376334,-0.6747997651
-2245.204028,-0.1990056066
-5818.829574,-0.4657234136
-4042.933339,-0.3200497773
-9072.715576,-0.7407992029
1116.002618,0.07965516823
366.3514818,0.03254694068
-6274.568755,-0.5056791003
-1578.255153,-0.1192565759
6140.433152,0.5022858394
-1949.337761,-0.1783750301
6187.196513,0.4848212115
-6371.203823,-0.5009490289
-387.2916924,-0.03552383861
2901.345794,0.2488189488
-11342.34408,-0.9305693776
-19071.61854,-1.534215185
-3886.782266,-0.3204792056
644.3387065,0.05647888593
12116.85048,0.9568004372
9591.033308,0.7497469736
-5017.152279,-0.4267266816
321.8286262,0.02359935651
2978.580381,0.2137417916
9864.216115,0.7711673613
-3023.305255,-0.2586707149
-4957.593013,-0.4198629121
-10889.11955,-0.8911136767
-5607.557192,-0.4706971556
1544.264335,0.1163550282
2615.688176,0.1919137497
-8242.177081,-0.6635387415
4398.471946,0.3657867558
-4240.939084,-0.3301977484
-10092.01042,-0.8382002366
-5181.991075,-0.4195701192
-14070.92362,-1.159292573
-13144.95934,-1.076532954
-9002.332493,-0.7472869419
-9793.333192,-0.8087558219
-5307.810961,-0.446281949
-56.74034271,-0.01506917124
-586.7441111,-0.04460868078
-10073.2497,-0.8056049952
-9319.418473,-0.7753991487
-6660.797989,-0.562390271
-9417.753352,-0.7787720027
-17412.35085,-1.421452318
-4793.223272,-0.3962003895
-7347.52966,-0.597726066
12467.84223,1.015297062
5950.68372,0.4789721918
3646.181191,0.303990791
11029.30883,0.92994805
7571.078116,0.6237527284
-12026.65627,-0.9852741649
-7436.042566,-0.62446055
2759.413358,0.2234774484
3646.890014,0.2985566291
-5973.385503,-0.5045074979
-24679.54009,-2.022959448
-11894.8592,-0.9654360039
-10581.57384,-0.8614527059
-4309.387992,-0.3574133416
-2809.927951,-0.2369298312
-5922.082165,-0.4834648835
-1588.693799,-0.1094346982
35.47944569,-0.008219796691
2450.824389,0.1997074034
7.502543125,-0.0003172119526
-7249.062482,-0.6011321499
-3531.689337,-0.2845627354
-5845.762265,-0.4796989971
-3311.793688,-0.2701613164
-4979.922641,-0.4096982808
1396.529028,0.142983587
-10806.6176,-0.836765496
-19882.02358,-1.608522474
-13455.19266,-1.090694039
-2568.911138,-0.1977694074
4439.352932,0.3613626271
607.4779467,0.0417542786
-11041.95601,-0.8989039242
-14346.96876,-1.145515519
-15695.33493,-1.265447113
3164.345405,0.2457134487
1543.21208,0.1280805092
7211.366602,0.5881844007
8416.66471,0.7020807693
10015.48677,0.8061459886
5757.165795,0.4654360887
7930.460157,0.6390995869
3940.081539,0.3378566138
-3090.948203,-0.2342613166
1764.597468,0.1662225012
14038.84485,1.125123785
15714.4968,1.276513443
10798.67407,0.8865005227
-2238.087922,-0.1673427818
-6478.432707,-0.5402589408
-6172.302959,-0.4992855472
-964.7775252,-0.08206535169
3282.050624,0.2544511591
120.6302762,0.003700215896
3322.254661,0.254559103
-11073.53502,-0.9110847903
-10534.77597,-0.8438577569
5914.003848,0.4694429141
-3505.839088,-0.2856590701
-7391.030535,-0.6249664525
-1618.071956,-0.119653737
-2661.49407,-0.2047874847
801.0173198,0.05912540863
-2138.993543,-0.1747020894
-4573.494359,-0.3824447399
-10908.1848,-0.9478942757
-7076.478459,-0.6246536842
2195.694922,0.1977315379
4233.989581,0.3671368157
-5997.923251,-0.5115557564
-9175.209037,-0.7919718051
-9416.428192,-0.8150536643
-3037.157213,-0.2508026472
-8102.899639,-0.6827864753
-7354.651381,-0.6174748968
-5697.788353,-0.4945398166
-11270.99805,-0.9861884116
-6224.637752,-0.5408204075
-13937.11485,-1.193779369
-3108.387267,-0.2644086677
3818.929891,0.3473465481
9094.338231,0.8057870837
7705.508989,0.6792066991
-1059.681573,-0.101036929
-10818.86384,-0.9286918051
-35034.99758,-3.024105291
-7571.825472,-0.6458422351
-4179.36438,-0.3571681267
61.03502883,0.01512127009
5982.257377,0.5256465712
-10584.41462,-0.9156289209
-8118.810682,-0.6732884338
-2940.196337,-0.2631784972
-1317.496405,-0.1056108164
-1912.400664,-0.1679299852
-3367.805402,-0.2827411115
-12176.41831,-1.044791882
-13033.06944,-1.130716169
-23916.01015,-2.063163071
2342.719744,0.2105420869
-7112.52445,-0.6176352892
4662.98499,0.3964666121
1658.878813,0.1537703743
-31.60140728,-0.006047334096
5861.713353,0.5182412187
-11939.29839,-1.023765632
-8867.113218,-0.7796320152
-6758.610182,-0.5879077458
-8495.764712,-0.7398990459
-6933.450169,-0.6119770927
-9174.787851,-0.8005590602
-2964.210174,-0.2778018256
-15232.14984,-1.332531861
-15704.73835,-1.382284331
-10005.73402,-0.846465384
-4290.837591,-0.3731285381
-3202.232234,-0.2724051399
-28376.55124,-2.478100614
-24444.1518,-2.113568246
16302.07018,1.413988093
20009.34148,1.739496495
1221.59292,0.1104424701
-2811.004607,-0.2383074932
-6846.758509,-0.6001268666
-8950.695931,-0.7608626264
-30344.21368,-2.618044667
-15164.71689,-1.292102056
-12929.16352,-1.108032818
-6390.369194,-0.5470216672
-6617.6953,-0.5643691038
-2382.587627,-0.1961775305
1782.839655,0.1813102113
827.2467841,0.08810700581
-5426.053424,-0.47621823
-15927.56763,-1.408785244
-6590.082311,-0.5745841517
-10106.6053,-0.8885214762
11314.82846,1.008616886
-252.5704998,-0.02054394474
-836.0888707,-0.06380012448
-5984.579602,-0.509889179
2567.73857,0.2310571256
3661.13289,0.3347964586
-8711.8272,-0.7719877052
-8482.515616,-0.755137812
-7814.510679,-0.6743756356
-14301.76911,-1.253252515
-7259.649492,-0.6433226016
-1562.281652,-0.1365904202
-5630.70812,-0.5047032605
-25570.61614,-2.260177566
-2154.725823,-0.1985084652
-35862.57959,-3.140141773
-3920.081003,-0.3619546907
13441.30516,1.200843965
8968.639605,0.768422346
5125.715892,0.4509989441
1260.615693,0.09334212643
8879.371458,0.7715113393
-19570.5425,-1.716946444
7839.710227,0.6773397446
-8190.932486,-0.7311795696
-20643.58253,-1.811779855
-12441.91256,-1.117658735
-1931.702727,-0.1680374498
9869.750659,0.8686618275
-342.0842536,-0.03455981959
-8959.999353,-0.7939651741
-28303.33701,-2.494901618
-7892.796845,-0.7032007396
918.276701,0.07272497143
8402.315053,0.7325194929
908.1764248,0.07610673546
-414.7006257,-0.06567799402
-23661.63924,-2.09492901
-8111.966736,-0.7144210228
-1604.6984,-0.1463898107
6930.936842,0.611303877
-34034.22456,-3.003129057
4231.468085,0.3860011048
4669.239851,0.4263341274
-4709.720228,-0.4255506901
-8470.572042,-0.7454023166
-3403.068622,-0.3115025193
-8114.105262,-0.7246919704
-12082.08146,-1.052513812
-7918.501491,-0.6666722865
-11156.04154,-0.9586214173
-9603.35415,-0.8330292326
-13366.89982,-1.197358756
-25280.27586,-2.215279184
-312.5643833,-0.03496247883
-544.6466668,-0.03741413252
-18504.72637,-1.621884315
-9430.057472,-0.8266456973
-4757.331799,-0.3995813378
16317.52738,1.452605973
3225.348677,0.2782674718
2449.769354,0.2124649358
5274.163984,0.464649591
4769.949981,0.4128011976
-2777.811701,-0.24602918
-6251.777301,-0.5579602943
-10971.94488,-0.970596629
-33545.30488,-2.953771459
2750.519676,0.2490175522
-8389.769789,-0.7489360711
-3489.747977,-0.3306186428
-6024.02483,-0.5504681708
-5152.743568,-0.4583200546
-4737.926031,-0.4214538771
-4804.43526,-0.3985247603
-13763.9868,-1.225124825
-4961.423058,-0.4236847291
-5830.999139,-0.5222009148
-16483.25701,-1.448260116
-5247.138545,-0.4610942463
-64.12793672,-0.01284604281
-19929.10129,-1.736281926
-11029.74571,-0.963973177
3219.544052,0.2795235718
8354.012352,0.7219287266
17247.74077,1.512417408
916.0044499,0.06598512152
772.4490938,0.06130996146
-29448.30248,-2.555099178
-19912.11391,-1.724336682
-20846.50369,-1.817180973
-24580.91433,-2.143622805
-12824.15825,-1.123617993
-15262.48178,-1.303688602
-19945.65236,-1.728768349
-4446.997512,-0.3764997656
-12157.86858,-1.06667457
-10984.77793,-0.9644735748
-8548.048017,-0.7512839949
-7905.865751,-0.6736815989
-7670.812102,-0.6500568388
7994.447146,0.7011941395
-2552.107516,-0.2061015691
9054.219862,0.794654958
-6555.763968,-0.5489327546
-8552.076975,-0.7373022241
15129.24146,1.323931349
10425.53768,0.9276218829
-318.7855504,-0.03496197966
28004.14603,2.459501125
13224.49154,1.158051467
367.5743982,0.01036972838
-3535.711885,-0.3084867947
-14622.82074,-1.255803898
-3177.238407,-0.2573093593
-770.0521703,-0.04569802298
8182.375493,0.6933063773
-26308.95998,-2.263552756
-10323.84733,-0.9353933928
-10245.55954,-0.9101630034
-1593.530674,-0.1620065315
1029.434281,0.05772356573
-9891.272787,-0.871854885
-11416.90262,-1.032709319
2123.524157,0.1684231427
-3881.096955,-0.3778801416
-17919.79436,-1.611503097
-15838.58913,-1.390556718
-27826.73689,-2.459411071
-29103.62248,-2.588551057
-15569.48498,-1.363136008
-20489.93785,-1.839512431
-11737.54466,-1.013834575
-3121.693589,-0.2878962285
-17315.90499,-1.508831811
-9488.947697,-0.8461760634
-11654.79226,-1.008272357
-2702.101678,-0.2821682837
-5912.435896,-0.5460958105
12048.42524,1.018460914
-17699.17743,-1.595628062
3117.58639,0.2604043385
-5903.017717,-0.5120975994
3585.008309,0.2647951874
-4192.373887,-0.3889300256
11995.63308,1.04493067
-11001.02506,-0.9998654535
-2539.356158,-0.2069706996
-2886.025665,-0.3921589181
-16373.01717,-1.508125958
4114.745985,0.3272401741
14433.1847,1.240568887
5218.397122,0.4466520921
-5179.807875,-0.4248485512
3660.929989,0.3054073092
-5875.250535,-0.5233221152
813.8412023,0.07263834517
-5835.113971,-0.5039773676
5453.844118,0.494313315
-13151.30733,-1.206552194
-8205.767646,-0.719310578
3596.606714,0.3024185008
519.6555994,0.05942512653
5858.368574,0.498193378
-4125.156518,-0.3620240924
-1220.055755,-0.1029206195
-7790.741622,-0.762139957
-3545.154076,-0.3313979729
-28293.79952,-2.476845342
-29326.30162,-2.586545812
-35439.48975,-3.07902685
-25251.18635,-2.193095392
-11378.27644,-1.005334194
-14156.60231,-1.262787053
7553.562769,0.6463357455
669.461289,0.06503848788
8198.855958,0.6967951265
-9087.642803,-0.8211070338
-6153.358534,-0.5801022508
2270.544387,0.2028385952
9266.94027,0.7908768543
1695.671462,0.1254953086
-7556.181757,-0.668609732
-7584.100001,-0.6634089541
-12143.88804,-1.045157714
16109.58921,1.451767093
-18713.72104,-1.627432786
-26630.40461,-2.295540922
-143.5994236,-0.02456091989
-10900.20258,-0.9425465038
-11686.5181,-1.012744042
-12376.01087,-1.105920759
-18135.88536,-1.606155538
-20664.61634,-1.829516916
-20604.3613,-1.860111021
-23594.18579,-2.083238257
-21259.39666,-1.919077049
-4686.535455,-0.4149239683
-17957.90733,-1.619829916
-23811.55974,-2.124641072
5668.293568,0.485425533
-530.905393,-0.06394252419
-3214.489027,-0.3105033062
1806.535259,0.1540994158
1245.364487,0.09455567813
5786.847195,0.5204316898
10059.2748,0.8622314574
23448.4795,2.041446669
-13435.42258,-1.173026432
-17207.53056,-1.522177639
-14198.73424,-1.219803656
-6943.962921,-0.6453515708
-6942.22222,-0.6388437236
-3934.43591,-0.380499239
-10995.04356,-0.9836471247
-15163.8882,-1.305150545
-14432.76057,-1.239650157
-506.7594341,-0.03539083118
-7601.251942,-0.6803401156
-11434.84543,-1.037317287
-4482.290361,-0.3924252233
-6663.076501,-0.5921545035
7176.272644,0.6232924979
-13027.30448,-1.111040157
-7543.959106,-0.6304605585
-3490.105209,-0.2950612028
-1693.489544,-0.1190100211
12984.75041,1.118894239
12769.99605,1.101657353
-8270.136551,-0.7361469981
-828.629179,-0.06968271696
15739.67741,1.38419347
13331.38481,1.145387143
-16983.67983,-1.460446512
-11087.40168,-1.016084372
-16841.6683,-1.518411356
-20749.33819,-1.816214498
-625.9426869,-0.05507059803
2602.085301,0.2380457723
-16256.6927,-1.441042013
-12807.50123,-1.135122436
-11408.87427,-0.983213209
-6544.769184,-0.6167129629
-12954.89737,-1.161363229
-3257.048382,-0.3131415324
-5166.021099,-0.4591586788
-15175.69791,-1.335896529
-10398.43686,-0.8694464638
-16738.37429,-1.434697785
-14694.66725,-1.257895177
-6382.372001,-0.5470753335
5722.784242,0.5191943899
-6758.718222,-0.574183666
-224.5658657,-0.008224298898
2167.871081,0.1982905762
-7554.377837,-0.656219061
-3974.17101,-0.3506418095
-4508.805181,-0.3891075528
7952.563018,0.6935316719
4026.668762,0.3335723188
-8733.447562,-0.751564793
1070.022429,0.104459454
-2863.726997,-0.2382297816
-294.4401469,-0.006514188029
-862.1110721,-0.06305287225
-8308.647836,-0.6967525366
-13072.23863,-1.106770533
1832.696447,0.170374081
-5344.711664,-0.4480789092
-1100.556199,-0.06575984602
-8679.25503,-0.7488982242
