"amygdala_harvard_bin50_cope","amygdala_harvard_bin50_cope_scaled"
-707.4172595,-0.114999342
1500.889777,0.2267049669
-319.6518738,-0.05283342364
688.6498024,0.08811163343
3823.861496,0.5467149561
4027.251571,0.5521570827
3564.395276,0.5123018711
2941.606308,0.4062613992
1472.246787,0.2012013698
-359.005261,-0.008324475549
-121.1683347,-0.02408412398
772.2635676,0.1029544314
2761.587466,0.3997637737
3221.021854,0.4657815452
-6678.299183,-0.9642311275
-9861.442261,-1.42391682
-4909.854471,-0.7034622445
5232.069282,0.7677857179
4876.349879,0.7041676075
-129.757346,-0.001645479028
-37.07370163,-0.009891331068
-3631.349312,-0.5122326201
2910.672212,0.379580243
334.5878707,0.01760332231
559.9226389,0.01578962274
3181.390412,0.4195927175
598.1279866,0.07557719187
4889.349682,0.6844074965
157.4836622,0.04034069386
3211.023752,0.4483586382
2129.2309,0.2914881277
-2752.855896,-0.4428227289
-1752.513854,-0.2404421223
-1352.828089,-0.2144137153
4817.239693,0.6862169459
-504.6266668,-0.08914409895
-270.2804985,-0.05775982488
-1235.788732,-0.2150395553
3783.244831,0.522670235
2514.760059,0.3629724077
-1146.556483,-0.1737997293
5698.781533,0.8126401039
-3509.604321,-0.5134152109
-359.3405562,-0.07136688526
3313.851302,0.4954855088
-2285.354593,-0.3424024154
-211.4734593,-0.05004332659
-1709.378909,-0.2219223753
-3332.441239,-0.5208144791
855.6101925,0.129355317
-3194.718118,-0.4216314327
-7920.668145,-1.178640633
-6717.282978,-0.9644008615
-1774.080279,-0.2587859541
-813.748363,-0.1113698969
-4717.069793,-0.6781275824
-2824.629228,-0.3643727476
-9228.895375,-1.30642458
-421.4377017,-0.02432784355
-2987.099427,-0.4418297949
3493.566026,0.5298907174
-2783.248336,-0.4675027399
-4155.417727,-0.6187568617
-1578.297235,-0.2300461087
-2471.398775,-0.405178201
3391.01393,0.4616225663
1534.105388,0.2535164069
2060.419824,0.2612326128
-1263.68122,-0.2824082945
562.063747,0.01967073448
1700.592989,0.1926708951
-1026.599093,-0.1406407643
4272.400539,0.6231254286
-3232.11373,-0.5351589262
-740.0965199,-0.1462551905
-1255.393729,-0.2357564569
1010.772039,0.1507918138
-989.4491828,-0.09851846736
-2150.589932,-0.3006367765
-3914.449204,-0.5319092768
963.4655595,0.1792278101
-5626.704855,-0.7939233578
366.2291678,0.0486089001
2682.173213,0.4497878738
-2951.172098,-0.4127818885
-2925.778908,-0.3327163027
-2079.470168,-0.2338781486
-2547.789666,-0.3408953044
1563.603073,0.2591538452
134.6680982,0.05304551324
636.1370233,0.1726593874
-292.0844628,0.04558996275
2263.111323,0.32892251
-2592.324194,-0.3807484797
3036.195435,0.4756302501
-4334.995002,-0.5707606534
-2418.069029,-0.3716220216
-1754.208188,-0.2474656149
-2862.444653,-0.4094209124
630.2151563,0.07218313267
-3644.538622,-0.5466209307
-4849.613087,-0.6645889971
-1596.159928,-0.2216484714
-3860.404435,-0.6232145372
-3553.188601,-0.5834697554
-3844.867695,-0.6591458336
-1017.761246,-0.2251886913
-1016.987808,-0.2591808327
-5512.220971,-0.8665022529
862.0145205,0.1086795365
-85.38943843,0.03293194936
-1978.575572,-0.2871420402
101.6675083,0.005428480491
-1447.124551,-0.2095672119
-1363.058004,-0.1836391185
-377.754343,-0.0528152956
862.7510629,0.1893173776
-4330.207044,-0.6029796021
556.9174584,0.1240514933
-2505.947197,-0.3466629542
-2180.529331,-0.2894294938
-2437.634274,-0.3563606276
-4308.540268,-0.6201989557
-5837.04821,-0.8664325089
-706.9284952,-0.06706996238
-5580.958751,-0.8061958609
-4154.856798,-0.6167192685
-2652.015508,-0.4538135062
-2846.116836,-0.427488295
1461.690348,0.1626096964
-2306.193968,-0.4395925881
3887.808006,0.4944275023
-3878.624964,-0.579045511
-8672.359436,-1.339197371
-6908.578603,-1.064481783
3074.425785,0.4946678945
4430.803322,0.6699117523
3755.070001,0.5438852042
3113.374857,0.4545788688
3195.52305,0.4527837615
568.1047192,0.03767690221
1349.124839,0.1795136723
1229.215587,0.1665216389
-3560.214049,-0.4589126595
-2176.930981,-0.2513696457
-2289.191423,-0.269254526
1574.727285,0.2734611147
-6675.595605,-0.984311196
-663.8541297,-0.1164197978
-4019.141117,-0.5992541545
-5824.277331,-0.8415037363
-3662.29366,-0.5200291015
-8156.767433,-1.167236091
-1765.458292,-0.2753473534
-4285.416173,-0.5914595723
-5114.108409,-0.7475893984
-20887.03245,-2.769738809
-5211.315312,-0.6628604639
-2174.459504,-0.26531041
-2611.059835,-0.3453124222
2036.387572,0.3484983185
2905.436076,0.4507678669
429.6372557,0.0615367706
2559.993635,0.4129440403
-6314.43723,-0.8728534767
-394.4327994,-0.05290028139
-3539.885389,-0.4611107838
3934.246677,0.5960403088
-1785.819763,-0.2312067162
3526.190557,0.5411197484
-3418.055573,-0.5085090518
-5419.50081,-0.7256922925
-7043.577815,-1.029133595
-1658.696293,-0.3024347122
2066.886911,0.2513082133
-1446.154933,-0.2529850572
-2382.291752,-0.3519010384
-447.5752094,-0.06363916831
-847.8013133,-0.06232207483
-6014.716148,-0.8674888843
-5537.141157,-0.8234963763
-6068.892,-0.8693425309
2282.343169,0.3263507655
-908.6724774,-0.1048713604
-65.53488344,-0.007146925299
318.9633055,0.03553756259
-2432.423911,-0.3308588398
-4250.016082,-0.5950226031
-5128.346483,-0.7423469089
-4745.221431,-0.718732661
-47.17775148,0.006483567783
1535.543047,0.1978899613
5952.867225,0.8776278948
3781.86395,0.5308679286
557.0750649,0.08931112379
1065.422079,0.1552562975
-2877.956053,-0.4060179121
-5677.192424,-0.7798079118
465.6543949,0.09339414139
-2225.57389,-0.2843489473
-3508.390534,-0.504261754
-127.9366567,0.004145661776
-310.8441898,-0.04733807877
389.0624293,0.04883760319
372.1988535,0.0950280461
-1666.343073,-0.2435031044
-1792.14269,-0.2277741096
-1210.183257,-0.1530462045
-2777.129997,-0.3664162782
-5948.328782,-0.8270358049
-209.2526302,-0.002326545616
-1537.772786,-0.1796198528
246.0293066,0.05194922209
1143.347923,0.1591790531
4646.725266,0.6619764926
4990.511293,0.7657878855
5406.915863,0.7382513639
1913.60668,0.2565247242
2312.080678,0.3329205797
3078.091482,0.4210435323
2324.102638,0.3068959408
-255.88335,-0.04346257897
-130.2764412,-0.06048506202
-761.3873398,-0.06451512516
-3344.981117,-0.4459946306
-6275.634641,-0.8441715069
-2906.577715,-0.413873099
30.24972358,0.02304707644
972.7336201,0.1489720412
1525.250199,0.2275990999
1700.74365,0.2496298185
791.2887011,0.1268457407
1606.168174,0.2439608569
2369.436031,0.3564144718
364.2355677,0.1152916861
1697.843703,0.2547814682
-653.7235084,-0.08224385157
1054.329178,0.1719064072
4690.607056,0.6515374106
4145.310995,0.6014089224
1010.199967,0.1313275284
774.8730955,0.118872701
-1460.850317,-0.1887646781
-4109.050864,-0.5463060988
-4589.980857,-0.6574120715
535.0663967,0.1067877212
3963.972791,0.5710443105
4381.853969,0.6463137514
3293.895536,0.4857816936
-493.4538293,-0.05287072524
-1625.792773,-0.201784909
3828.810462,0.5636211412
4314.332783,0.6231436875
6063.30627,0.8517804144
236.8735943,0.04276616462
-988.4271534,-0.1351674834
1656.194474,0.2213256478
846.1538968,0.1232031072
4164.599017,0.5815654833
-2611.553524,-0.3786304937
-1625.070533,-0.2066171106
-1971.886744,-0.2803690843
1155.293464,0.1393878359
510.2867909,0.1027663892
1966.934417,0.2840549625
2336.943589,0.3317010485
464.1000864,0.1039404905
2405.639683,0.3070132181
2728.96421,0.3694879024
2418.289776,0.3464422982
-598.734984,-0.06634588668
-1613.484879,-0.2101297046
7060.761967,0.9714367743
2789.077451,0.3834505443
-1450.583129,-0.2050258363
-3064.660393,-0.4765597703
789.0895554,0.08762531059
-1139.071054,-0.1805004737
2648.524116,0.376159176
2900.069415,0.4476286377
7678.055735,1.107577289
4089.103693,0.6093320967
5097.026651,0.7672127751
-2208.969488,-0.3831173601
2143.893201,0.2415337691
5851.123382,0.8116932788
445.2567036,0.08136883876
4759.954872,0.6438490458
-2792.292607,-0.4344935159
-2373.465572,-0.3718651442
-1383.588988,-0.2341129379
2919.209099,0.405704191
-3262.31338,-0.4850512538
-3104.308224,-0.4167382181
-4560.485553,-0.58784839
35.68966853,0.03269121838
1197.608465,0.1756426512
2760.106317,0.4041782936
80.96750583,0.03555409011
-131.7458689,-0.0380845861
3188.859093,0.4027531844
-1726.753072,-0.2687362598
4140.991949,0.567746961
1731.808742,0.3389851647
-2600.436817,-0.3510869446
-1547.699325,-0.1896898323
-1903.418709,-0.2833620943
-4425.882071,-0.5463768227
-781.9642304,-0.0808872871
-4723.698876,-0.5938582062
-3641.437021,-0.5217033552
-3734.428459,-0.5647594917
-5882.622813,-0.8363691587
-240.9926386,-0.001605866164
-546.1197427,-0.1057119523
4635.149035,0.6589643243
5794.677957,0.7845441353
8784.163768,1.23215428
8120.126904,1.121094351
13704.58555,1.947196202
9912.080082,1.390493694
9640.0202,1.36351968
5035.93751,0.7580794401
8715.69102,1.166998109
8495.055164,1.12522804
11715.28678,1.608010928
4864.877184,0.623045417
3848.54351,0.5292781794
777.8956935,0.06987597239
-703.4043656,-0.1506795454
4403.846174,0.5990107354
2554.228364,0.3327915091
6974.828961,0.9553282464
3226.837637,0.4336048663
-1944.787,-0.2659091442
1463.071034,0.1932718168
1754.097682,0.2124577867
650.6193544,0.07576492406
200.3244931,0.04715485468
-1255.570484,-0.1865640476
-3158.325525,-0.4545883228
132.2549133,-0.01522080662
7329.355308,0.977529083
-5890.141756,-0.8355697556
-2685.992256,-0.3935338539
971.2925016,0.1569707948
2635.157572,0.3913593026
-508.1088476,-0.07704202864
122.3459912,0.0272183603
1386.704618,0.2182321675
1020.833613,0.1527493738
905.3639097,0.1322268503
2291.671335,0.3638539213
423.2284253,0.04924593548
480.2416014,0.06969411649
-1406.890957,-0.1894053866
-1626.182216,-0.2257167201
-1121.211081,-0.1711642502
3976.601048,0.5591270377
3234.778218,0.47683111
6775.999423,0.9988658663
1872.475468,0.2720818848
981.818868,0.1360826833
-7734.321499,-1.120900401
-3483.795717,-0.501654728
888.4192297,0.1329947621
905.7111277,0.1610476186
2124.38745,0.316532727
763.9520258,0.1146575653
-538.6398151,-0.08099132579
1256.443252,0.1781096334
2271.147282,0.3303224184
3755.474013,0.5504533323
2551.820784,0.3752885781
813.959275,0.1088465746
330.6430895,0.03259926431
-5480.089156,-0.8176450427
462.9371884,0.05525502736
-4059.547151,-0.5881994536
-1802.188235,-0.2901750249
3669.695385,0.5242413001
1517.246605,0.2296987972
1975.697852,0.297675363
-428.1028158,-0.05084215275
1238.345803,0.1737529563
611.1502932,0.07416921903
327.7008534,0.04670617241
457.2573708,0.08329773093
299.5131581,0.04981033475
1738.316293,0.2530264688
-274.3146006,-0.02028777502
-1852.316547,-0.282509197
-1867.002805,-0.2496838695
-816.2159067,-0.1001107727
2855.34457,0.4283449692
-6023.877441,-0.8608007461
-6769.436336,-0.972741238
2185.099398,0.3140573539
9893.543716,1.413751683
2937.965124,0.4205186368
333.1790874,0.05730665191
-2055.953173,-0.300806767
-4016.837749,-0.5556804774
-4139.969502,-0.5909807071
-2845.757147,-0.3987545329
-3985.240865,-0.560273492
-522.4771938,-0.07668781047
588.2882132,0.09092235288
-1075.369274,-0.1263123464
-1329.387727,-0.1782899369
1277.551097,0.1801429738
8.624233007,0.01503879216
-2557.652495,-0.3792238374
-1399.630644,-0.2055026808
-1325.533546,-0.1928612224
5110.550417,0.7407158329
115.4587672,0.01481146012
2057.266758,0.3144848481
-4074.268983,-0.5645794214
1648.973008,0.2728759218
5909.953898,0.85295841
752.2179889,0.1299764288
1347.367854,0.1894002215
-1706.735173,-0.2372118426
-156.623859,-0.01055919732
318.4082136,0.05367332535
2561.425469,0.3739047511
560.4988252,0.1067406111
-3899.706566,-0.5397296501
2116.206039,0.311354928
-8154.113307,-1.167629709
436.297169,0.05203632001
7921.11722,1.157038724
6290.000017,0.9236552874
2594.34707,0.365449416
2557.475909,0.362268584
4502.070703,0.6540282188
-6750.936652,-1.001555152
3598.830211,0.5351340257
-2776.879085,-0.3926543575
-7969.893998,-1.176558168
-6312.107009,-0.9422262965
-1459.905108,-0.2222672476
5587.788511,0.852081086
2217.745627,0.3573037816
-1620.424618,-0.2203544067
-7301.99838,-1.087821982
-3397.500711,-0.4947661546
-517.6089449,-0.06767816613
-110.4131885,-0.01189704735
259.3791138,0.03325543955
1663.677404,0.2620605586
-4320.889612,-0.5804822179
-4490.222597,-0.6599826873
-4336.242351,-0.6535936207
588.5142635,0.08663289685
-4669.028159,-0.6833963323
-2201.329546,-0.3329343198
542.6596693,0.0834383439
1930.200864,0.2822490629
4551.689525,0.6905580309
-705.2555083,-0.1031074153
2571.533127,0.3793533726
1398.077138,0.2296353818
-36.40004877,0.004120100369
2403.892571,0.3405204475
2213.756044,0.3178756559
1704.875937,0.2581837249
-5184.246998,-0.8023040341
-1332.271508,-0.2378439949
1768.783825,0.26589676
-5831.262148,-0.868240915
-865.1544609,-0.1539290029
949.4440171,0.1076706887
4939.6803,0.7150033611
4666.620644,0.6802605726
2852.976357,0.4210770355
170.9956021,0.04438362627
3352.455274,0.490490369
3426.098493,0.5069985916
4089.01014,0.5947776071
-1071.797199,-0.1513467115
-6190.779675,-0.9166543024
65.32361432,0.007486283244
406.267788,0.06274766685
-367.4981142,-0.06293795276
66.78105371,-0.001715422728
-330.5661019,-0.08026626767
771.0170335,0.09497427516
-110.9436257,-0.02933374804
-23.06709938,0.01095154178
-1199.243264,-0.1731880787
682.4522277,0.09391038123
-7719.07949,-1.151724955
-802.4192995,-0.119322789
-790.6526003,-0.1013097619
-618.7878127,-0.07824834197
-4777.791553,-0.7098949305
1461.799634,0.2131008663
5988.527629,0.8921431786
6253.200538,0.9251091402
5587.97679,0.8675528923
5520.750891,0.8418186157
-8483.300031,-1.281344487
-10897.2329,-1.708450086
-7804.986422,-1.219232438
-7875.263184,-1.230403388
-8352.21805,-1.314102407
-10133.28066,-1.61111052
-7698.611228,-1.226112937
-3552.804772,-0.5403184203
-4649.519806,-0.7299289822
-6169.997637,-0.9628675309
-6980.562581,-1.095466485
-4724.325148,-0.7727748282
1667.273911,0.2643041885
-391.5872936,-0.03972490358
-399.5553509,-0.08563375005
2363.892322,0.3868945902
3516.728481,0.5570616537
-98.76148719,-0.03309157654
5169.87044,0.7609163764
6909.668942,1.073346845
-6417.081417,-1.088553649
12160.2519,1.926907535
7459.584218,1.180917715
2683.065752,0.380434222
-1960.274663,-0.3439121411
-6964.666747,-1.150579817
1067.28027,0.1461513452
2594.382844,0.356122051
278.4675636,0.03487773073
-848.8920172,-0.10325278
-4379.270728,-0.7320929111
-7472.856791,-1.210218915
-5779.218873,-0.9369518382
-2557.964128,-0.4259490194
-8555.058669,-1.359829956
-6408.435145,-1.057647509
-90.91027888,-0.06080757054
-3286.18632,-0.5269229584
-7506.17676,-1.189920226
-5927.694214,-0.9264606001
-3564.686216,-0.4866564269
-4285.575793,-0.6770714527
-5191.460069,-0.8700179671
-3841.293095,-0.6339916438
-3334.124606,-0.5373848278
-2125.655494,-0.381581731
-7269.468459,-1.184294332
-3195.794776,-0.4754963986
1508.47917,0.2695580144
-3500.967829,-0.5573361543
544.6253457,0.04269225339
3341.708196,0.5628424738
-3787.119463,-0.7020701144
266.0210145,0.01169328868
5785.998809,0.9535455433
5059.216682,0.7097590477
3066.799553,0.3536109201
6900.605094,0.9552965252
1181.077322,0.05131658082
5885.77791,0.873625989
-18688.44815,-2.805769546
422.5613852,0.06170325327
1382.50503,0.1378158891
8005.974059,1.253245013
2713.201073,0.423505934
2365.894499,0.3620902319
-371.7339577,-0.08325062056
-2160.947902,-0.3665005708
-3173.240014,-0.5012554177
-931.1136925,-0.1523045291
838.13056,0.1389450119
-6705.647401,-1.087372989
-3552.34305,-0.5612744422
-1288.888968,-0.2209983732
547.4357523,0.08423818238
-2054.75642,-0.3236834311
598.9452232,0.08871642303
2243.447011,0.3119761345
-8386.559428,-1.147199528
-2398.211275,-0.4405557947
-180.3519625,-0.004877760852
-6934.403252,-1.112840581
-7070.488419,-1.135649697
-4654.716383,-0.7523923161
-4687.915715,-0.7726783135
-7157.277383,-1.172272158
1095.498954,0.1601986401
4105.395956,0.6444148208
-5950.221115,-0.9837489001
-6361.663873,-1.067014588
-6207.971558,-1.056904398
-102.0186074,-0.0635209998
-3896.091506,-0.6436159436
-1735.091907,-0.3380662554
-5260.586426,-0.8667881821
-2202.195653,-0.3617265597
1168.173163,0.15733022
4624.701057,0.7723957475
-1022.725152,-0.1564105959
-3726.699794,-0.5680618329
6683.638641,1.197936822
-319.6236448,-0.05663496216
-937.4529481,-0.1699353852
-6096.194767,-0.9949863529
-5185.329186,-0.8775117101
-7022.399132,-1.12378521
-3764.222234,-0.5823590205
-8363.582439,-1.369143258
-5478.276871,-0.8781528426
-5170.011759,-0.8530014462
-4747.945164,-0.7943567013
-3627.816733,-0.6236364089
-3483.275413,-0.6569488024
-3246.700362,-0.5694772939
-3131.222845,-0.5189041069
349.7943504,0.02601335727
-2117.936173,-0.3552830833
-1940.13107,-0.3860873425
-5662.372851,-1.026772675
-2099.176194,-0.3864826795
5360.06476,0.8844853502
-3546.465425,-0.4724254333
-2577.420804,-0.3901938434
-231.8065617,-0.05120550719
-3853.653706,-0.5657589401
6490.972802,1.059316756
-2380.121562,-0.3579794127
-9550.107719,-1.557971147
-5066.699278,-0.838737722
-1925.39785,-0.3361356711
-8975.971787,-1.441031316
-5776.803181,-0.9210377665
-2027.362331,-0.3847964117
-2959.546509,-0.4791227742
2160.539683,0.4118687395
2759.757378,0.4736269004
1784.522548,0.2757923102
909.6564823,0.09883544549
2908.949228,0.4238667909
4187.615303,0.6090766384
8626.253952,1.432693309
2527.426001,0.4025889776
-3482.425381,-0.5515837283
2168.831962,0.3329402167
6952.169241,1.111170872
-1841.334073,-0.3135316239
-3609.603031,-0.5906513332
-4752.604935,-0.7074187228
-518.8505525,-0.05238754674
-7070.213785,-1.151428247
-484.8325452,-0.07815520422
-6344.831367,-0.9934673359
-8653.438342,-1.352068189
-4793.181467,-0.7378816045
-4500.507589,-0.7225267989
-4151.222934,-0.7036998216
-3785.076641,-0.6465027087
-4205.87864,-0.7248576587
-9987.502086,-1.634675553
-9422.94141,-1.53265919
294.36721,0.1123789929
-427.2713516,-0.0153047226
2409.762877,0.432164896
3160.926129,0.5221284835
5499.773572,0.7677120606
2616.867427,0.3594521896
1965.822273,0.2534527393
2999.220552,0.4104165005
-1162.42267,-0.1793068369
1497.929704,0.1869318389
579.7379886,0.115306448
1858.711166,0.2418510386
-344.816206,-0.06352257836
3858.662585,0.550023871
-650.7251817,-0.1152429882
-2663.323363,-0.4164702506
-365.4633826,-0.08646301022
-3298.362717,-0.5293399028
-3105.832816,-0.5000530287
6526.7543,0.9351920593
1216.310577,0.1719836928
3510.453115,0.4870585182
850.8370971,0.1011685842
3159.576266,0.4709997223
1376.722484,0.2207774252
-7574.041513,-1.136129303
-2479.650071,-0.3562334536
-529.1841864,-0.075696576
117.0568774,-0.002163420596
-13.32748307,-0.01598579371
-5482.198612,-0.8240789451
-4269.861241,-0.649435126
1755.730538,0.2656046099
776.6868611,0.1233171206
-1111.082031,-0.1925310555
-878.6192803,-0.1471005116
508.9202423,0.1194123984
-4425.562435,-0.624943643
-8050.171535,-1.183767062
-5784.112508,-0.8532302768
-1459.832647,-0.1776075039
-7431.107501,-1.063328724
