"IPC_cope","IPC_cope_scaled"
-518.2217686,-0.3344125895
3800.632198,0.2534521918
-7964.043613,-0.8419932607
-15007.40914,-1.224692678
-7673.380593,-0.3435946286
-2167.491409,-0.5066330354
-5850.339978,-0.1920203969
-9552.775153,-1.029441492
2319.146978,0.3122296201
-1.773308908,0.08746524529
-11808.5036,-0.9044949764
-7307.812392,-0.6063646716
2401.167609,0.3497458138
-5893.523416,0.5904356708
-6866.144326,0.3196893141
-7387.318756,0.5605572893
-14892.43624,-0.9011336431
-4637.97615,-0.3592316438
1515.10965,0.1677141252
15281.96314,1.498893721
-5979.008105,-0.5522751499
4251.827015,0.5547381124
13664.14895,1.263341714
376.9600075,-0.340874429
479.4482559,0.170818752
2885.428267,0.1218134984
2542.956054,-0.02669154766
-5154.015563,-0.6054790202
-8557.418212,-0.8627038402
8430.260221,0.524782393
-2865.975909,-0.6457930441
-43487.57961,-4.659475458
9719.090773,1.761255301
-12123.93334,-0.3851538029
-4383.10576,-0.6905604414
-3194.499576,-0.8724867786
-18271.25456,-0.8236318272
3604.848648,0.2011947809
-67.17739632,-1.229900506
4565.34697,-0.1518836763
-1181.643439,-0.6272331774
4344.415887,0.01359268759
-344.1964465,0.1416940808
-6910.877519,-0.1767967596
-4921.706005,0.003293062981
-6451.315821,-0.2906234278
6970.931486,1.047034934
11310.25354,1.61846826
-9447.170243,-0.2934142488
1248.919665,0.5009182795
-2768.302018,0.1017278323
2859.533124,0.5249355468
-2109.890492,0.3537613702
-11946.30149,0.7853405303
-10934.84609,0.4131477371
-11587.07284,0.3912308904
-8883.69566,0.1116101603
-14366.50037,-0.3720708047
-1922.053167,0.6786352193
-1498.585167,0.2268988653
-2591.607125,0.3389022418
3581.539123,0.151516257
5078.971795,-0.1761487999
8030.124317,0.1090073353
-1321.939465,-0.418081711
8820.906766,0.4659732332
-2663.067772,-0.7784389481
-10096.93971,-1.07386419
-12598.79049,-0.7909414878
-1731.123894,0.678124296
-8126.181027,-0.6261698005
-2756.729991,-0.1600371192
-1577.88039,-0.02910105237
2328.381225,0.1249190062
-8380.875487,-0.6760086344
-5793.149586,-0.3347852441
-1838.086598,-0.1677467181
4375.832737,0.4048979352
-4946.622996,-0.6649230579
-6355.178637,-1.224052153
-3614.037483,-0.07805784758
888.8000015,-0.22845688
1594.93188,-0.1631495587
7406.934011,0.2017014281
-21563.63248,-2.086264198
-16979.20193,-0.5975976056
-2945.810948,0.3152853324
1604.811102,-0.3655308202
6835.440553,0.4327262324
5407.769865,0.4317548664
-60.08482932,0.12513118
-11793.09212,-0.7400564425
-1633.24097,0.09496134458
-8861.050355,-0.4857761374
-18183.27825,-1.237648815
-11137.79621,-0.7025449728
-9602.442692,-0.802158187
-1030.343917,0.1328988634
5632.834842,0.6666441255
-589.2113149,0.0492593138
-9731.126599,-0.934237433
-25404.66745,-2.537737033
-16968.80399,-1.776273166
6935.367519,0.6581877893
2047.401575,0.2503257933
-27628.48826,-2.892101975
-13851.1307,-1.378735316
16931.89172,1.489862715
1017.565982,-0.08853780092
23079.32312,2.134941118
12725.32769,1.09749156
1153.463892,-0.07086178289
-13406.79974,-1.163637493
2372.414727,0.3520732987
874.1383814,0.0692651015
7339.482468,0.7603162715
6415.492902,0.5871741818
14060.02563,1.457038613
7903.605513,0.9188194506
-13139.04248,-1.468670342
-5325.016294,-0.4640790284
-8337.741619,-0.6952037533
-21952.21903,-2.184247063
15583.75385,1.753889038
-1963.275398,-0.1504837243
-2432.072099,-0.05181844461
-17652.2907,-1.594520239
-4902.879997,-0.3309110808
-2971.188029,-0.1724232547
975.0245585,0.04816506499
-12141.53503,-1.019253807
-4631.354159,-0.4746104473
9130.499139,0.8653418746
-33165.15643,-2.398222693
-35332.5826,-2.463932182
-20649.14808,-1.227564255
-8704.899075,-0.6919257525
-15186.02544,-1.349763073
-10175.90757,-1.010010384
8013.710472,0.7648767981
-3120.145401,0.01058502733
2366.290615,0.2548948999
-697.8814258,0.1921120058
-778.5886391,0.03362656817
-3130.974078,-0.4105608916
-3600.81375,-0.4290360068
2908.01745,0.08874246814
-5135.033125,-0.561208792
-11.105951,-0.07614579214
-7766.018147,-0.8035920105
1285.301471,0.2561280333
-5188.288195,-0.6744915546
-8584.883516,-0.5848240486
3306.392472,0.5373756894
-813.1860515,-0.181955112
-10386.73998,-0.7233643045
7704.670258,0.9513528522
-9954.545386,-1.073597773
-1706.839759,-0.4046974006
1862.576109,0.122960584
-2926.537426,-0.5703296732
12717.69083,1.156279145
-6262.211478,-0.8105838173
-3785.371323,-0.5452397998
8767.436938,0.9101632809
4123.08995,0.4830387559
-5695.663361,-0.6437742649
4739.401605,0.4584758234
5879.507092,0.6461396873
-22661.50776,-2.179786719
-13198.20196,-1.240957233
-11028.33289,-0.9965789034
-5173.097265,-0.3705492508
-35624.68625,-2.242108345
-29162.94287,-2.316209039
-13212.91248,-0.9263834137
-17019.88403,-1.520410959
-18549.59814,-1.67298618
-339.8007156,-0.2015653655
-26803.9415,-2.616622276
-2508.082954,-0.08013495843
40.69917712,-0.5300900057
-7394.656454,-0.901070438
4599.353203,0.4554079541
15055.30587,1.570390129
-2430.405857,-0.2589311047
-7443.894184,-0.5827467123
6005.347337,0.504503674
-2363.885207,-0.1250745328
12758.35635,1.244898714
-10870.6227,-0.1362641082
6006.826724,1.085918776
6670.747789,0.9371887584
-3298.013037,-0.02239269112
-4451.245061,-0.444622841
829.742882,-0.1053601676
-7866.00026,-1.01712477
2008.354099,-0.5171953591
10733.84881,0.3230304433
16086.71229,0.5122025321
3687.109665,-0.9182740351
9405.042473,-0.7591513308
10293.73463,-0.6831028487
-1444.204873,-2.491232224
-2373.332933,-2.310079769
1373.488275,2.679037326
2019.961964,2.006443644
11259.7667,2.397141236
37.81814474,0.3338272039
-14002.52577,-1.241081942
-3587.448155,-0.2528117813
1513.060802,-0.2364602878
164.7001002,-0.2582636193
-23472.91672,-1.479217359
-15021.6558,-0.9889066334
-36387.59716,-3.147895583
-20069.64713,-1.469820011
-8408.268312,-0.1865516337
-16745.6606,-1.278574141
-10401.2384,-0.6775814598
-1484.479178,-0.05970422214
1170.9773,0.2803115708
22460.54788,2.257097661
10189.50985,0.9526218447
-16144.15811,-1.938750704
-1798.821904,-0.6316813932
-32530.57798,-2.651888956
-11974.10446,-0.8909494891
-6794.812176,-0.3522504216
1325.467328,0.4765385906
-20871.21769,-1.957211136
-9026.292043,-0.8281786956
-1422.386731,0.084579808
1900.660703,0.2774818787
11849.87205,1.308282676
-7278.912737,-0.6983929929
10800.55724,1.203129819
531.3744014,-0.1448529264
17011.54359,1.595957825
22240.26688,2.145072235
1524.127708,0.1639289152
-8046.931882,-0.833881875
-9564.437805,-1.083091687
-9500.607002,-1.251030187
-4242.776722,-0.6540280373
-10184.42112,-0.9641520183
5817.117096,0.4824763802
8669.89742,0.7533190973
-2323.311567,-0.2133387776
9111.990084,1.024189201
-15515.03581,-1.661475824
-2783.329868,-0.151615068
-1884.541384,-0.239683063
-3626.102388,0.1757739465
-25368.33537,-2.37556632
2048.002227,0.7217364917
-16905.28608,-1.432153781
-10259.26216,-0.8476905532
-7794.980298,-0.5298242832
-11062.41178,-0.9078376356
8768.411909,1.170016212
1821.036309,0.3830266093
-3270.521642,-0.4868558801
12856.1814,1.142926701
8054.890279,0.8311801668
7649.21892,0.9033749504
4248.429092,0.3745874611
2770.51246,0.4002945749
-2147.963483,0.03924520619
2960.529754,0.6111764468
11804.82676,1.791516264
-5440.981922,-0.4570134114
-3853.007056,-0.01617596482
5708.448739,1.022540691
-1122.758218,-0.2575871918
10909.22151,1.06348382
7065.670786,0.749694061
-1923.08741,0.1052503167
-3810.116267,-0.2372654207
-9025.661939,-0.7999300099
5752.34776,0.9935304962
6008.661183,1.021687779
-2760.903984,-0.1240358777
-3013.733383,0.1319063733
-4441.898122,-0.1857247546
758.132724,-0.2020215028
-4753.200694,-0.7536153788
-721.9978632,-0.04995320638
249.0220099,-0.002022094966
1487.848621,0.1955117122
5235.818251,0.7809827282
-4947.751558,-0.690011202
12857.18007,1.749790334
-10492.42114,-0.1765809883
-16020.24054,-1.280121393
-19625.21099,-1.966506795
-7978.355251,-0.6598417794
-3697.555575,-0.4187343324
-10237.25755,-1.018600596
-5093.058097,-0.5213463327
-1913.453567,-0.4041546066
-6962.175694,-0.9255458707
14989.60972,1.866673555
-7706.501523,-0.9540921924
8285.45367,1.198036908
3072.636428,0.422542113
-12695.85763,-1.612559053
-4691.000734,-0.6438441853
13738.55248,1.568972918
7512.177825,0.820030265
-9759.043677,-1.359649591
1497.674192,0.1378043271
-7321.062854,-0.7676455665
-7878.758512,-0.5706520073
-9297.426112,-1.268968349
1814.8821,0.257134058
13788.93321,1.968215438
2537.461097,0.449758358
-7980.539551,-0.7454079023
7260.620987,0.8379706155
-14802.40077,-1.949448517
-13642.90849,-1.439318561
1307.894236,0.2211469381
1884.777342,0.2835740909
-164.0126928,0.2056806353
-16316.09193,-2.132472185
-13159.93497,-1.562929798
1657.37322,0.1220296212
-5440.081345,-0.7990212223
-651.9155025,-0.1171053311
-691.1877821,-0.2363189626
-9415.3079,-0.9309299898
-13089.54057,-1.741305377
-13428.24801,-0.6957660853
-12538.5151,-0.3901828485
-10672.49389,-0.6482625288
-11551.57648,-0.8811316005
-20017.12717,-2.082024223
-2725.752766,-0.3899454602
4089.221377,0.4913008663
-10380.06162,-1.195998211
-15428.30619,-2.23110387
839.7057297,0.04237265216
-15518.54815,-2.453423373
6519.528125,0.4387738436
-3467.800035,-1.12334074
-2779.25224,-1.048804599
3022.322528,-0.1623257078
-3911.612917,-0.412698608
-9284.608693,-0.7031636277
4510.645206,1.306725995
3115.705198,1.59782014
1592.207227,1.999335105
-19732.96858,-3.98619941
-2764.92274,-1.720464689
-3252.213996,-1.484732429
-7260.902957,-1.717141312
-8385.351245,-1.433468664
-3650.079231,-0.748870423
-5667.543994,-1.117677931
-6411.309983,-1.092316805
-9530.03755,-1.105989649
-2339.211162,-0.2277222306
-12318.96069,-1.215696559
3967.119742,0.9383616119
-3845.044028,-0.2811805835
-5383.837685,-0.4656292263
-2234.7362,-0.2092183926
-4700.452725,-0.6795985309
1740.705588,0.05094124444
683.1027356,-0.1181738681
3242.000364,0.1118392795
-235.734931,-0.3643443827
175.3051801,-0.2044536643
-16766.95751,-1.630860211
-16912.85934,-1.649742258
-9824.20481,-0.4210455199
-14940.11051,-1.244409372
-10245.28474,-0.6573643687
1108.14807,0.6738704136
-6057.562082,-0.2986210593
213.4459073,0.5006601815
-3520.451979,-0.015026391
-9479.07776,-1.12798796
-11623.24572,-1.417424537
-3742.277851,-0.7700377721
3259.127686,0.1967387565
12155.91722,1.250012825
6595.849906,0.2684121731
456.3087903,-1.16976227
4103.247258,-1.051958331
9596.407121,-0.2209103715
10379.05143,-0.6237238668
5396.088004,1.490324352
9042.248607,1.722349357
17914.2775,1.984282736
17561.32907,2.264331036
267.0684835,-0.2068256876
-2594.486174,-0.3611418862
-2141.912812,-0.5196077421
-809.6604232,0.1719663124
-8709.705086,-0.781186716
813.8924067,0.3650748706
6173.195034,0.7332962457
6666.824526,0.7441824482
-1140.220051,-0.5223535298
2097.166002,-0.04352444812
-829.9692154,-0.6376369491
19817.31264,1.775992862
14198.37459,1.072464901
17325.66223,1.509956535
32784.68589,3.342873672
49073.79089,4.97093657
-15641.61665,-1.279788815
-6982.466122,-0.3709181164
29.66174961,0.2229682203
16959.1459,1.51621635
3505.133821,0.3646573378
-8938.017509,-1.005291188
-5278.628893,-0.4954987407
6789.574864,0.2384982306
-4880.72054,-0.8261620031
4592.516651,0.06290637921
7487.959281,0.9529750166
-1246.809983,-0.09089348449
-1956.059268,0.08225545387
-7142.898457,-1.361320785
4849.96749,0.3130696411
10737.11567,0.8739485574
13917.11371,1.436313106
18616.25184,2.407400858
18232.77821,2.319677841
-5355.727862,-0.06410800746
-18317.67919,-2.120718676
-12897.33731,-1.347626543
12759.55989,1.421247622
726.1286678,0.2746387084
9296.831942,1.226653911
-6262.163723,-0.4285819449
-12228.60913,-1.335586181
-461.1637616,-0.1936475725
13283.61046,1.555051078
8073.372194,1.08049197
1339.629042,0.2629052381
-9714.177148,-0.3131219483
-13070.22095,-1.733920607
-25541.35025,-3.241872045
12621.15678,1.451186129
-11599.73393,-1.240941874
-1551.289349,0.3605196449
8098.139257,1.3961214
6826.98822,1.555711301
15655.75164,2.770602105
-19567.49855,-1.167699968
99.25900806,0.6760851127
3715.221689,0.827875581
403.9678852,0.2078132838
1229.451723,0.1550588227
-1609.50653,-0.2863592431
10230.74318,1.109878512
4515.018172,0.5008573924
2341.970345,0.2154316654
-2395.431225,0.0780221227
510.7015927,0.3574873388
4247.783898,0.567001772
-20970.01861,-2.328053232
-22321.07748,-2.194755633
3096.167328,-0.1497319413
17607.11105,0.9401350812
1591.320722,-0.4113053399
3262.931613,0.2653673287
5706.954854,0.7204689115
-11687.42741,-1.10137884
-12360.7508,-1.776750983
-16773.72028,-1.644638201
-9938.012257,-1.125591045
7977.009963,1.25257948
-5116.266054,0.06980513846
-1163.88074,-0.1102466231
3752.831958,0.8592819832
4159.978364,0.9074999307
-2352.895081,-0.0679171223
-8256.524872,-0.8518470492
-3828.868552,0.1300068333
-5417.661213,-0.06965858793
5531.031608,0.8410608627
-2656.606538,0.3475718398
1265.514087,-1.054788632
-5453.548199,-0.3753016276
-1494.53788,0.191157009
10367.60552,1.417514534
8603.758315,1.708448448
1105.675317,0.2920631962
-23681.83369,-2.194599531
-19643.20892,-1.494855297
-6379.175122,-0.1174488027
-10188.98862,-1.121457728
-21341.45618,-3.593797392
-27163.34642,-4.048378156
-7641.037061,-2.419001616
-22596.47094,-1.174977615
4593.913675,1.494290989
28271.45928,3.40872089
12219.70821,-0.132822494
-2431.098541,-1.195744792
13629.28844,1.444515945
3336.707819,0.527045883
-16314.96316,-0.9988822666
10931.33731,1.76160085
-12518.07105,-1.312379707
-19915.5451,-2.47088078
-12366.19692,-0.5866373992
-6411.124294,-0.87657123
16346.14805,1.459149051
10579.83784,0.5766282483
-11161.46228,-0.6875799212
-22915.08204,-2.356638822
-7444.87596,-1.016464055
-2603.893058,-0.3697307698
3397.142063,-0.190924262
-3685.719342,-0.3926698841
14852.51592,1.836956847
-7666.351446,-0.8346704825
-6574.886685,-0.8264435164
-2930.04633,-0.1507166249
-5346.573789,0.03565584205
-14959.51647,-1.962586184
8345.297305,1.572930786
9640.309644,2.214302427
21535.40449,2.884056756
-1895.615713,-0.2080814877
17112.75215,2.109863075
9295.7406,0.9905478145
-25091.95621,-2.61219317
-31331.41761,-3.646731541
-15394.40574,-2.240180778
-6952.96268,-1.63193093
-16456.78869,-1.133953954
-29729.96487,-2.456714126
5868.092726,0.8089389389
-5715.026095,-0.4083840994
-20243.33773,-1.932113761
-9529.504143,-0.8870795253
864.4514956,-0.5085605441
22035.38836,2.144472618
7010.784432,0.5167922125
20582.46106,1.911664971
3961.133425,1.02577289
18020.75513,1.075207563
11394.72852,0.3692986968
15461.89841,0.4935967955
-6118.999559,-0.6223570061
-21503.66822,-2.633551037
15317.2066,0.5994660519
5249.889335,0.1159749844
16619.73897,1.75635976
12175.48374,1.150362201
8059.921671,0.4750102099
14602.00315,1.215109597
-231.3278619,-0.1592288277
-5301.337773,-0.9199021218
2097.976987,0.2479744785
2075.671188,0.07192466068
-17036.4033,-1.640557622
8258.405253,1.00939607
17512.84467,2.057633584
-9122.977562,-0.7696438539
-11435.7038,-1.089359322
12185.17989,1.251329198
19258.83998,2.541043833
19919.17025,2.757005446
8501.287414,0.6801421112
12175.1861,0.9504618613
-23051.63099,-2.42991644
-18593.67078,-1.662877734
-16830.92724,-1.467095141
-20402.44103,-2.157696434
-7048.566621,-0.8171148732
-12066.19403,-0.9736358856
-20676.3853,-2.35354279
-3117.702794,-0.6602771931
-9168.263785,-0.8307709901
907.0513086,0.2570387873
-24530.24688,-2.639550644
-10099.0614,-1.307176147
-5743.860443,-1.011072795
18655.5411,1.736206988
-11104.92345,-1.236445258
-15177.71366,-1.483511604
-8051.668664,-0.9228843822
-1322.2425,0.05116008378
-369.0174597,0.2666406932
-15826.48471,-0.8288891825
-15348.93416,-0.9256396922
19965.08663,1.62167936
12428.45185,0.482076529
5136.147199,0.992913103
22662.7346,2.305588834
4554.155151,0.4736027262
-12021.05557,-0.9637139883
-17475.99252,-1.843495347
6376.871164,0.6850918267
-22952.92383,-2.362455893
-17792.46538,-1.732913095
2978.063937,0.5068277951
-25715.33559,-2.815879238
-12337.18944,-1.096087783
-25344.66124,-2.555478455
-22990.06044,-2.312318719
-15985.56498,-1.914586928
627.0481755,0.3498343872
-7215.552864,-0.4060945358
7167.566597,0.7782005949
-14693.88008,-1.164082863
-22683.31982,-2.617842453
-11053.35613,-1.335125516
-30309.03149,-3.670594111
-18605.29538,-2.674277272
-7071.850914,-0.882509144
-9852.51542,-1.036085153
-7296.384413,-0.9311986051
-17505.03251,-2.360442178
-12709.49182,-1.796889372
-8616.068576,-1.263157567
-4496.246261,-1.093044393
-2534.7154,-0.2783464721
-4432.486308,-0.5275779384
-916.3632046,-0.06228238594
7024.787155,1.617905201
-6951.953037,-0.261773639
4554.84405,0.7980239101
10186.96412,0.8374929921
-10779.90828,-2.287682601
-11493.98134,0.7243198366
-9239.769702,-0.3359056398
-5530.60762,-0.2876444614
-9700.661656,-0.8719547207
772.8759038,-0.02121926226
-9826.168266,-0.5809989321
-11777.7731,-1.39941277
-11843.6687,-1.009290426
6353.478025,0.8017638025
-6516.322924,-0.6842193833
-1386.322259,-0.4116623234
3455.633485,0.9406782649
-9411.816638,-0.5749350688
7058.524192,0.6788309361
-1241.97349,0.06294503646
-152.3935716,-0.01092113389
1437.232452,0.2619403762
9080.237497,0.4530997459
2263.306379,3.465953707
-2900.271163,0.8231511237
-21443.24389,-2.103665294
-21060.10513,-1.64157083
-32497.72503,-3.505506447
-23163.56011,-2.636352422
-13302.45029,-1.398385554
-19486.50207,-1.936811482
-4110.173072,0.3055870178
-1576.457716,0.5368791537
-5630.958109,-0.1750552859
-13455.52606,-2.751465372
13685.50936,1.12753768
2720.137031,-0.4385905222
5468.092525,0.2928243361
8392.694083,0.6768026583
1829.596384,1.314206007
-3479.716534,-0.2676990377
-163.6366534,-0.1327557744
10036.27515,0.9563225099
-12338.65745,-1.353415806
-27457.42116,-2.591212933
2546.370478,0.258867746
-9830.166526,-1.359731566
557.9839627,0.0837168003
1146.444659,0.3491179626
-3486.551918,0.0403284927
-9986.765542,-1.397758224
-26865.38135,-2.733190267
-33345.88439,-3.275248759
-21092.82083,-2.507997201
-3665.060158,0.6676030757
-13673.46895,-0.8265870718
-26154.44617,-2.228389141
-5904.449663,0.2043952641
-2706.522889,0.2667444961
-5955.450564,-0.4884155357
-14202.95952,-2.01387479
-4351.714799,-0.8930989926
4631.39619,-0.2110829505
-16404.2902,-3.433883597
20347.27499,1.28811706
-464.4562049,-0.4656280363
-29833.74725,-1.127928724
-1493.802648,1.66080335
2677.461801,1.486897308
-3112.114693,0.6217937046
-5091.152962,-0.9655532071
-8548.950425,-0.7045624582
-20682.36709,-2.083296936
-19555.64181,-2.074999623
7284.522461,0.7285553524
-2712.974606,-0.5668968029
-14713.55765,-1.670654127
-3206.430811,-0.6844446456
10844.60045,1.464566545
10432.53003,2.291902615
-3859.107556,0.6109812548
1371.288831,1.103952115
16391.05035,2.546005155
2753.029077,0.3384067542
3475.359822,0.5242985452
22769.48693,2.227888818
-3549.826529,-0.2224780387
7146.800995,0.643531871
14806.55985,1.10377786
10430.8058,-0.1895122946
-22972.65265,-2.375067807
-15546.70387,-1.814040436
-18126.13468,-1.970932314
-17780.3083,-1.352449464
-36.51928304,0.8275672629
-8110.347494,-0.2929101006
-16555.32109,-1.487441541
-12350.65993,-0.9393532868
-17582.9434,-1.664464942
4236.844268,0.8757181651
-8477.703951,-0.5407191351
-9446.037093,-1.687846522
-6437.74602,-0.6913625573
7908.318798,1.243126317
-2769.661644,0.2052211816
-9550.723934,-0.8837613745
-8354.913497,-0.603876521
-8482.996123,-0.3382686089
-11493.55373,-0.8217064196
-6702.203133,-0.5710185081
1840.174357,0.07425308455
-10509.35307,-1.083130334
-2559.299403,0.008190848173
-2705.250293,0.001258759154
-2245.973443,-0.02414521321
-4845.609487,-0.6265159147
2035.406431,0.1747814302
-467.1155304,-0.1204764774
-4776.335225,-0.5900600944
-12018.08863,-1.243578571
-5466.967402,-0.07901903926
2638.793827,0.6562648822
-2974.2524,0.1921754194
120.7604133,0.4916901842
-2868.291021,0.3003655692
1827.131045,0.4685757857
-2786.068983,-0.4095862046
-9224.613604,-0.6174028727
2893.786851,0.2619886461
-10528.51172,-1.098217163
-280.498761,0.06287299096
-8545.360601,-0.6905423542
2196.800682,0.4114356913
784.5700325,0.2094859421
-1174.228252,-0.05290764814
-3341.310355,-0.5644077079
-1093.464146,-0.4714936136
-5785.015226,-0.8014291517
-10205.40427,-0.6093011876
2760.948191,0.3854422799
7985.080281,1.178803745
-624.2279217,0.5942300262
2083.762268,0.7625874862
-886.5246637,0.4934283659
-327.6834599,0.418231434
-6207.855099,-0.1700575515
-8764.403768,-0.8251102647
-2985.547143,-0.3840086038
388.9588503,0.02452024897
-5943.364105,0.03047347642
-10009.03963,-0.7230716665
-7118.335477,-0.5417194594
20.8179622,0.1801602616
-5905.65528,-0.5531750895
-36.39511807,0.2340111437
1603.271319,0.4274273771
4055.618261,0.6923368412
