"dACC_cope","dACC_cope_scaled"
-775.3507107,-0.1544836401
-24899.45712,-2.488787193
8260.574399,0.7844479413
-16566.2367,-2.158078153
-9761.071501,-1.153158312
-5715.051508,-0.6473428774
-23060.02476,-2.676368025
-912.748128,-0.1922564396
5219.1157,0.6684336668
-1513.702677,-0.151108476
-3053.244038,-0.3507616201
-456.6390867,0.1265097534
-3925.824698,-0.3820207549
-9132.188074,-1.054192687
-2864.822857,-0.2505718244
-4215.569848,-0.5700377543
227.7815079,-0.01362938117
2567.165532,0.3901296511
1056.177388,0.01409117045
4182.905985,0.6993797254
-7189.867157,-0.7516580462
3364.006927,0.2821303985
-1196.759147,-0.2530894065
-24659.92914,-2.219442879
-21280.21366,-1.930187364
-19457.33924,-1.945228665
-15503.71661,-1.342506196
-18069.25991,-1.933118593
-10578.46384,-1.230657214
-6321.286506,-0.6700817973
1344.021845,0.1488352031
6624.89567,0.7270889186
6823.557522,0.8636033201
8862.147817,1.110219364
3605.348211,0.4553970874
4681.871999,0.5555471892
-2483.779956,-0.1237667036
-9941.004363,-1.198085846
-5496.40089,-0.6784628635
-13409.14928,-1.675600728
-7066.991733,-0.7106246566
-3061.874449,-0.4079594343
-6829.222977,-0.8425639955
1821.651944,0.33154803
-2261.448239,-0.1807531376
-6411.289345,-0.7240983392
3869.947238,0.4002735605
3742.954164,0.3935301424
613.6824088,0.01719876011
-6066.894167,-0.6057459458
-9720.03233,-1.20598079
-2451.542363,-0.2213370113
1857.825887,0.3786820602
3328.296528,0.4347778453
-25334.98148,-2.834829499
-31022.86612,-3.656557432
-9117.577253,-1.088807517
6264.447913,0.9051239774
10224.52997,1.45100504
5572.35515,0.6791009511
-1375.946473,-0.05108052399
-11465.18295,-1.248016251
-2862.831998,-0.2441632564
-12581.65784,-1.443736916
-22529.64373,-2.573281091
-13329.85252,-1.550962895
-10501.79251,-1.244631505
-5838.164581,-0.6465970274
2064.037834,0.2573875034
-3722.572125,-0.5147344235
-2395.301748,-0.2556403436
-5828.260281,-0.7515910611
-4939.296371,-0.610147701
4800.114656,0.5845252609
-5064.34616,-0.5075251582
-7250.792438,-0.9706796675
-2829.78815,-0.3761216965
881.1775136,0.04453705572
4810.157184,0.6304975818
562.1017678,0.004912795115
2186.86008,0.2406879657
2695.361881,0.4137897815
-5561.130207,-0.7270387321
-3882.479152,-0.4251720429
-3044.717972,-0.3317024124
-5245.842721,-0.4853598259
-5587.995383,-0.6574083396
8841.888579,0.963517608
-1784.484445,-0.1794248937
-7003.002316,-0.8260982209
-4943.526232,-0.5685001366
-8193.845543,-0.9075356229
-11414.15523,-1.340321432
1293.552578,0.1853106737
-1907.693961,-0.2207537675
-3748.062533,-0.2934633416
-4811.657102,-0.5006370076
1458.710432,0.2246986293
-2573.380605,-0.2783068921
-1013.488666,-0.1164834851
-4093.053394,-0.4399191754
-2490.74615,-0.3342499212
3868.045125,0.5398293659
-23756.31933,-2.626370113
-25702.99478,-2.881929139
-13292.71099,-1.459227931
-5756.158941,-0.6442305416
-10312.17836,-1.234593505
-10127.43903,-1.289898316
-1625.024758,-0.1571937978
-5384.106422,-0.7071249037
-2620.891196,-0.3285749015
-3288.494013,-0.340540192
-1607.448433,-0.2683584461
-7558.3216,-0.9669785769
26.09418494,-0.1181842661
-2540.708539,-0.3585839218
5923.882829,0.7200685812
-7290.055128,-0.8223139971
2146.723215,0.1485313085
2534.287932,0.3735401855
-12863.95789,-1.644485266
-7055.225882,-0.8073707297
7267.629862,0.9003739912
-415.3429368,-0.1213944188
-5451.993102,-0.4596211618
595.6725974,0.0877130993
-496.6792218,-0.08608011299
5346.459892,0.5077784618
752.8274619,0.09810931194
-1390.863412,-0.09973704697
-4023.064314,-0.3118597825
-661.8357788,-0.08226960345
-3612.45531,-0.4374277558
486.3659381,0.0893623767
-3741.526436,-0.4597610259
-6121.936991,-0.6799164969
608.5987865,0.07886485996
-1955.570529,-0.2452649524
-13263.50078,-1.443423222
-4346.009289,-0.4246464568
-5293.843151,-0.5215815699
-1408.502099,-0.1082207099
-29729.36087,-3.212924368
-25420.8788,-2.825032591
-18696.06248,-2.031618834
-13529.15559,-1.525046492
-10354.69736,-1.195427201
-3361.846401,-0.3221490806
-5721.640994,-0.7289349782
-845.9562926,-7.694807429e-05
-2472.581308,-0.3032757283
1327.728881,0.1084189906
1128.130419,0.1245709403
5087.769523,0.7052495576
-758.5354966,0.02104989377
-497.3190143,-0.06231677242
-962.4517835,-0.05875874321
-1066.501548,-0.134008333
-1008.003901,-0.07006167956
-4804.007781,-0.482142267
-6985.288922,-0.7459480589
-122.2943106,-0.01524715877
-6917.609262,-0.7881579224
-5826.117899,-0.6916094917
-4138.529167,-0.4910966648
-4171.977672,-0.5510808327
-4275.143948,-0.5404529684
3041.050157,0.3028423906
2887.073712,0.1649291358
-5349.923376,-0.7878010365
2390.363788,0.08697309146
-49.03107586,-0.1633991584
-1417.679275,-0.4841325635
-1037.0276,-0.2157157464
-563.5111212,0.1842641402
1439.664325,0.308539254
-2475.672114,-0.2552026071
1143.545075,0.1250849807
-6797.755104,-0.8894955972
-665.6586968,-0.1686875365
896.5296446,0.07477934699
4096.342959,0.4267599493
-29535.96282,-3.152442225
-17080.62752,-1.711216381
-16347.45529,-1.695088584
-10596.97771,-1.13384292
-6350.594777,-0.6481829747
-8201.999338,-0.9611845419
-8248.918367,-0.9810078024
-4244.667968,-0.5397579717
-1892.419755,-0.3197608766
1835.695753,0.245064464
114.4090925,-0.1125467466
-6384.905302,-0.9346981264
4345.929732,0.3784901206
-23924.81414,-2.648690222
-3764.050172,-0.3534105628
-8204.898724,-0.8628447514
-4833.369005,-0.5045702125
-8326.193336,-0.9228613416
-3740.109746,-0.3364886729
-3885.104323,-0.416790507
2057.70732,0.274743943
-2247.616201,-0.3132864878
-1529.95199,-0.2771998375
950.0773583,0.05918145089
-975.0997538,-0.09250224752
-176.7994701,-0.01101358017
4431.072229,0.5037026356
479.6134521,0.02312142008
398.4494363,0.05011059249
-3492.854443,-0.5225584566
-979.4470398,-0.1987616308
1262.870215,0.0857965932
504.0644745,0.01068814953
-3267.000484,-0.3306747158
1593.051457,0.1623702325
3216.163443,0.4114964955
-3556.296069,-0.3008714745
-7700.060353,-0.9850651156
-4270.10273,-0.4949705027
306.2830822,0.2433660615
-5988.213758,-0.4784896283
-12793.23016,-1.354802885
-10343.4957,-0.9837996564
-14510.28309,-1.744641323
-10822.49147,-1.41368991
-10111.93502,-1.344658279
-12926.62739,-1.848514612
-596.9578353,-0.05304335369
-2794.345612,-0.3885584301
4131.216592,0.5434246196
7999.68396,1.164347657
1750.525462,0.2896875245
-3832.189223,-0.5303625097
-3397.268255,-0.5535458118
-6782.633906,-0.9157814114
-4116.585703,-0.5852488884
-1114.252468,-0.1516814818
-3496.101115,-0.5792106259
-4218.431023,-0.7619922295
-5309.158715,-0.8754494341
-5061.757073,-0.8088013606
4797.129817,0.5089222833
860.616987,0.07416416282
-2026.642853,-0.3761912574
-4631.606724,-0.7559201848
-4899.938624,-0.767988066
-7036.056937,-1.081697093
-2537.778335,-0.3233445414
-5467.142219,-0.7934426368
-1359.110364,-0.2918617953
-3732.876319,-0.5832064625
-2781.948964,-0.5202568418
4395.861695,0.7856844525
-3969.313289,-0.5322279825
-5471.455701,-0.8139366048
-2208.257652,-0.3186823162
-3028.023878,-0.3507350482
-3743.599296,-0.387110647
-3808.025909,-0.7162561804
-3952.77143,-0.4106362487
-17352.70557,-1.878346224
-19557.56025,-2.358766033
-18362.44567,-2.345747553
-15352.2224,-2.026085206
-8965.103503,-1.183923279
-8800.854624,-1.126032254
-6661.697962,-0.9822956311
-6264.005931,-0.8857506941
-8125.25357,-1.192031719
-2347.259251,-0.2663679079
613.6043662,0.07262847134
2213.6888,0.358268415
-2676.308576,-0.3724233345
-4676.715146,-0.6505940475
-14.83441421,-0.07464079856
2646.909273,0.4333216498
2054.097035,0.2899053252
-5920.138952,-0.8806654367
-244.4353725,-0.0688471507
-1888.613686,-0.33854122
-3745.101078,-0.3789474601
-9632.858768,-1.496605256
10424.03005,1.427030486
5086.98542,0.8291891281
4436.537812,0.6810174843
1494.729451,0.2919773248
-3275.447555,-0.3644328643
-5731.916757,-0.7532856002
-5110.998247,-0.6425762175
3876.805262,0.6232973422
-1481.317816,-0.1156265083
-3847.48602,-0.5332732562
-7767.257403,-1.01582343
-7206.246724,-0.991716074
-144.2036515,0.00788444742
-684.7961367,-0.04025811444
-5795.932447,-0.822582597
1286.521885,0.144410964
-8310.646646,-1.195001446
-3245.523188,-0.5397714097
-14624.17457,-1.486307908
-16393.50461,-1.787519181
-12631.08138,-1.437288718
-9390.613984,-1.060899426
-13422.83042,-1.61208495
-6036.663023,-0.825612944
-1815.75793,-0.1037981785
-4928.801447,-0.7104718416
-2784.709913,-0.56476485
-2662.783113,-0.2711202088
-5966.722864,-0.9044923826
-1128.848058,-0.1813236263
-7026.154026,-1.150297256
-6775.702956,-1.268889122
-2346.022693,-0.3420602548
3465.324846,0.3262225289
155.1369764,0.07342711541
2829.306508,0.6133359209
5829.84894,1.085946235
2868.819601,0.6662963641
-12321.7459,-2.114885245
-6610.960448,-1.204514329
1388.557822,0.07767447738
-1112.614252,-0.2859660903
-5096.910938,-0.7918364097
-8834.5716,-1.210460102
-7457.783729,-1.213265397
-6780.966923,-0.9715873264
-6008.432517,-0.7530973132
-3605.266447,-0.4787523574
-8758.639885,-1.199046719
244.2115184,0.2247683014
1788.186465,0.4045721451
-1662.349331,-0.1732804353
-976.0791492,0.03349009633
-5670.717079,-0.6625994786
-2071.230447,-0.2537064507
-3693.658497,-0.4775044039
-3371.514794,-0.5349357091
-4719.084888,-0.7148292329
-9868.123204,-0.8200577037
-18097.2988,-2.218949375
-21057.57203,-2.609717239
-16017.24925,-1.967244909
-8929.514404,-1.005306033
-867.8858446,-0.001702087572
-2025.718867,-0.1469153878
-8731.547209,-1.244364788
-7474.286297,-1.052508837
-7228.330612,-0.9851636514
-193.1816412,-0.009811127852
-4721.419876,-0.752963879
65.24426502,-0.1035525576
1421.781965,0.1629251776
10471.14021,1.480763425
-802.7207507,-0.1419913863
1548.425306,0.539576291
3063.206478,0.4948687215
297.9803862,0.1753457
1177.562252,0.3642489242
3706.317117,0.2473172851
1422.196887,-0.01836557181
6875.428499,0.9869239032
2147.269007,0.3114558109
-1757.050707,-0.2646135574
-6559.97472,-1.074112117
-5054.752766,-0.8029630324
-2030.536091,-0.1634308291
-2060.971033,-0.2506127626
-1486.86878,-0.09789170008
-1005.309847,-0.05424982631
-3105.171254,-0.3064488571
1463.434884,0.2000852577
-1511.25807,-0.2880065246
-3323.234764,-0.627336281
4561.800348,0.3238269398
1188.334971,-0.09709662861
702.4068523,-0.4032822828
8205.674077,0.6340731528
20108.87887,2.401411597
-22286.73104,-2.371091242
-13497.17054,-1.40765125
-4177.88901,-0.3658861056
7350.288504,1.039749302
-4461.340194,-0.4032228187
-3480.301196,-0.298885544
-5883.744041,-0.6143888839
1209.530908,0.1967996841
-2144.501396,-0.05019157056
-1160.88725,-0.03269874623
2169.837943,0.3071503109
-2654.224814,-0.1838959667
-3707.409275,-0.3913402976
-4830.737877,-0.3892321254
-737.1829549,-0.101480565
6687.351758,0.8680853992
8705.260325,1.112080496
15880.49318,2.012379897
6740.172913,0.8479784533
-2594.397357,-0.1242243528
-20033.1889,-2.154515067
-7514.330943,-0.9482874382
1407.275623,0.2509538841
277.7768574,0.1143745817
10547.86317,1.301432054
-1280.434041,0.07727446664
-7878.007124,-0.9626554438
-681.0152613,-0.03628282831
1737.657451,0.2409711862
3570.186803,0.5508913967
179.8911133,0.08960936481
-4767.509585,-0.4809814807
-7110.975952,-0.6729273026
-19980.97313,-2.424209368
3278.194254,0.4132581216
-6672.004274,-0.747204485
-4129.68053,-0.4884589145
6987.048466,0.8733770904
1575.257561,0.272191029
4815.859524,0.6111852389
-23295.39548,-2.582147024
-15842.36513,-1.572730614
-11370.26095,-1.110277493
-11633.18883,-1.147796487
-4134.233301,-0.4338721932
-3608.590439,-0.265303158
2312.778558,0.3035365952
-2853.863064,-0.2420050723
-3571.783031,-0.3770309793
-5583.15768,-0.609437303
1067.130145,0.2614980839
2258.215942,0.3606116172
-15187.31256,-1.651150213
-23440.84591,-2.890100915
9001.78823,0.9734117336
20906.36382,2.558389547
7829.960113,0.9240139057
2987.07887,0.403815917
2323.104934,0.3173200588
-9836.732507,-1.22196435
-14689.98625,-1.557201475
-10792.34469,-1.387091799
-4821.173188,-0.5217000702
3127.224861,0.3901304877
-3631.165814,-0.3857761528
-126.322702,0.03140541736
1834.885223,0.2294889008
4894.112947,0.6390058418
852.1840961,0.1404749563
-5280.178105,-0.5387906
-1037.365686,-0.1276013009
-2169.956699,-0.2655270808
6279.029652,0.7951475728
-85.8894532,-0.04977495238
5562.933527,0.7634292751
-12247.45815,-1.592650854
453.8636062,0.005097113383
4439.979861,0.7078030139
-16.13961922,0.1517129158
-566.1113076,0.001996839862
-24125.82212,-2.853521843
-25453.33431,-2.904052541
-11462.67927,-1.286933535
-8087.813396,-0.9943418471
-9362.030928,-1.074927203
-21302.88962,-2.67476162
-3473.208374,-0.5618388659
-22804.79993,-2.762931105
132.792465,-0.10582059
15957.25449,1.874138118
9192.843426,1.029213997
-4381.274908,-0.8116709227
8289.742451,1.049489287
5749.242138,0.658407459
-22750.70856,-2.986056415
10157.99244,1.176119112
-3369.853755,-0.2201572182
-21931.06804,-2.843988701
-11415.91321,-1.360763266
-6952.897071,-0.7626363814
14464.91155,1.977967711
4899.278155,0.6060040204
-10431.99153,-1.17993432
-24039.68566,-2.95195762
-3348.925115,-0.5103988756
5127.404864,0.6523102211
6317.57153,0.7216940432
-3686.483561,-0.5469110449
7539.514433,0.9416083059
-9940.905492,-1.053147035
-8499.309225,-1.154834325
-2195.760533,-0.1808155671
-1393.344364,-0.1711837457
-13761.30192,-1.548337056
7521.640091,0.9196371967
6777.326657,0.9547217095
8034.029765,1.042596698
3356.776927,0.7274036612
7920.729448,1.14147257
8535.122973,1.358478735
-32244.47211,-3.439282433
-30620.30185,-3.439088805
-18273.28918,-1.976034617
-6234.030174,-0.519255244
-7958.895991,-0.7758554473
-23745.40934,-2.98055472
3663.517127,0.4300090166
46.83996799,0.02556600759
-13724.82743,-1.803868926
-2037.360866,-0.396199691
1316.41533,0.1082775094
14444.00509,1.81490416
6631.240989,0.8147490016
11689.60413,1.425711454
1376.034357,0.2137438408
10199.53895,1.31266786
3903.860192,0.4956139734
8382.695928,1.191091235
-4165.205613,-0.349100753
-21653.77129,-2.583762022
4929.284459,0.7015953158
3799.424008,0.633601967
6040.008269,0.7756457979
2213.784173,0.3504083396
412.1778228,0.1186069196
7955.025386,1.055674718
3290.760213,0.5118535058
-5060.213385,-0.51465983
-463.5630408,-0.0478827168
4423.246861,0.6141593206
-15995.02917,-2.053387412
1560.563785,0.1595967223
5198.911302,0.6381491202
-6843.981342,-0.697102777
-12291.55203,-1.640421106
6956.736103,0.9204714059
10979.34468,1.420216962
14234.62613,1.706412313
9573.624964,1.268932688
2414.790333,0.3128160629
-48914.79503,-4.355351279
-31437.38493,-2.777775421
-25009.76379,-2.242771456
-28455.24449,-2.590898494
-11337.56944,-1.003718981
-9680.669306,-0.8735828013
-15543.97492,-1.432949753
522.2656132,0.08857346137
-8954.948314,-0.8220991095
-5056.784678,-0.4855873236
-5571.857144,-0.5242360165
-6227.150157,-0.5944514444
-3333.625417,-0.3180340038
8837.119388,0.808843728
-3823.857747,-0.3842719277
4609.828288,0.4222865276
92.76633089,-0.01706186724
-5673.102593,-0.5805952721
6494.834379,0.5956974353
2822.653885,0.2238511904
-9566.742577,-0.8948354798
20271.12197,1.936120234
9486.483141,0.907272056
-4445.645841,-0.4269429708
-900.1891809,-0.07247759864
-7488.037221,-0.7296803396
-11808.7363,-1.123440408
-2274.059482,-0.2314964688
3619.383058,0.3902826371
-12663.31587,-1.204188692
-9345.981945,-0.8949955431
-8083.145872,-0.7756512444
-6450.340927,-0.6349423008
-425.6294785,-0.02037617359
-8664.467006,-0.840845593
-11176.4354,-1.09083553
-2952.661619,-0.2817299484
2123.917478,0.2736865111
-10886.93117,-1.017472241
-6316.914385,-0.6057672703
-36159.34449,-3.297416082
-38844.56414,-3.6212546
-21437.77533,-1.922896226
-25881.56368,-2.507198673
-13349.3718,-1.277640841
-5130.349408,-0.5063664144
-15087.53892,-1.465062299
-4790.762378,-0.4127520713
-8096.977188,-0.8589020065
53.03331227,-0.02451798292
-4933.569447,-0.5533621045
9838.806733,0.955297357
-11214.93861,-1.15258306
-234.6231482,-0.04296446903
-2198.286604,-0.1944456332
3965.948245,0.4531577531
-6175.134409,-0.659536443
2576.801949,0.2015885942
-4259.398066,-0.4218767813
-539.2642115,-0.1242231762
-3607.993881,-0.1578399031
-10297.2921,-1.000882393
1892.232967,0.2009454447
3685.637083,0.3783187641
1858.884361,0.2001126166
-1491.910135,-0.1834979001
-1787.808129,-0.1583153055
-6514.376063,-0.6390188672
1897.636753,0.2316499884
-5906.618059,-0.5694978411
2163.828294,0.227371667
-7490.411223,-0.6764588609
-7314.303669,-0.6953693811
3893.963922,0.4152979404
-1375.059548,-0.1262380984
3766.88065,0.3774671105
-3001.411139,-0.2586016222
4007.367231,0.3801492107
-14156.77728,-0.9374045426
-6338.184787,-0.5018679641
-43632.20094,-3.890949758
-38526.65251,-3.490655817
-39109.90394,-3.662050529
-25439.21247,-2.411881222
-11285.6854,-0.9916272622
-18628.19342,-1.753014449
1630.503098,0.2320065215
-1133.840434,-0.1129949395
3875.350082,0.4136386432
-6034.052123,-0.6320928218
-4987.7346,-0.4906487718
-2907.677935,-0.3465382603
6510.689963,0.6384027085
-80.51072525,-0.007172278363
-4012.79876,-0.3445187097
-3720.326374,-0.381818792
-7820.963611,-0.8117379816
11093.69237,1.139572354
-8636.513699,-0.8635285832
-11755.83029,-1.182177019
6765.773263,0.7132477353
-4668.86607,-0.4753897032
-9381.216495,-0.9361525446
-6541.102978,-0.5922159077
-11864.50635,-1.202723292
-9650.207233,-0.9230237321
-15299.38057,-1.502613465
-21502.78175,-2.138445969
-11794.80716,-1.124434113
-9260.856822,-0.917407956
-10555.44912,-1.006616508
-17430.27222,-1.746254509
-6265.119435,-0.6126592103
1884.123055,0.2522296096
-4399.835231,-0.4293026463
-4934.099429,-0.5618431176
-4974.986178,-0.5522931291
-335.1943081,-0.1469637847
-1392.648378,-0.2916094148
14202.16197,1.365524267
-24682.81211,-2.120143784
-45321.2429,-4.123002734
-34044.19655,-3.066455676
-22121.02779,-1.961710863
-16921.00504,-1.513305825
86.93880431,0.1583861969
-9178.20977,-0.9100997115
-4444.783334,-0.4802643272
-4257.069023,-0.4831154873
4450.644109,0.4178982097
-4707.459692,-0.515855715
-6821.949821,-0.6497100566
-2819.009479,-0.3288935595
-4647.560836,-0.4693742141
3242.051548,0.4077257857
-4095.138462,-0.3845942281
-6048.662228,-0.5672131285
-114.1564145,0.0138866378
-119.8059504,0.04608631443
6170.176727,0.5918512195
19345.88063,1.959399463
1921.008136,0.223474536
2730.160654,0.308961487
8915.502575,0.8491045383
15149.74448,1.51288763
-12269.27715,-1.210094985
-5834.334998,-0.5200318093
-4925.068645,-0.4632078314
-9748.001413,-0.943613033
-4414.928703,-0.419763569
-2493.528203,-0.2409519738
-8077.687028,-0.703005119
-9667.916564,-0.9060530463
-2461.959978,-0.2079547124
-3967.576327,-0.3478804956
-10523.29736,-1.027756132
-4515.996182,-0.3943908059
-5785.572375,-0.6195918747
-4905.392223,-0.4772094727
-8269.736153,-0.8335914673
-12059.59441,-1.391813395
-10471.68209,-1.167217722
-5299.636321,-0.5175817587
-3732.561314,-0.345831662
-4790.575929,-0.5018191489
-2567.524412,0.008620380111
-2622.296256,-0.1430491299
-6197.335772,-0.5817400713
-4856.964774,-0.5662851871
-3210.310843,-0.3081869011
-731.4079913,-0.002262155968
975.8070964,0.228131503
-2670.983635,-0.03723422387
-1396.938324,0.05375635801
-6578.435089,-0.736434013
-3700.693894,-0.2487864582
-687.6026471,0.2737221398
-4171.118235,-0.2115342665
-3763.634699,-0.1613157807
1910.345873,0.5047683896
-493.7675597,0.2448248066
-1079.225769,0.169817395
-5456.949516,-0.4874109215
2361.550206,0.6253576709
-2872.866783,-0.3164665701
-10279.69295,-1.255499852
-7355.640535,-0.8581574819
-915.5975978,0.1735425859
-939.7344116,0.09194999012
-1482.480446,-0.1584959989
-4861.389313,-0.560061484
-3117.018847,-0.3971116983
-827.7677211,-0.08332462273
