2.332264007535936212e+00,6.685741215933470594e-01,4.977764254451553794e-01,1.024521837349063810e-02,2.353939737677715124e-03,1.488453020686027889e-02,1.701698134676744301e-01,2.831812996693937323e-02,7.212911945987079965e-02,1.746240793301157557e-01,8.998366656190893709e-01
2.236574123758588772e+00,6.306892551888219067e-01,4.777022353329176130e-01,9.085312551766993108e-03,-2.847431251131996369e-03,1.369970938722358221e-02,2.740201607242785942e-01,9.503745882419915858e-02,2.536737903144485259e-02,1.124858214198237727e-01,9.276619500499153625e-01
2.232157102167279028e+00,6.776200562656106152e-01,4.954255376494299812e-01,4.895209328583590216e-03,-4.814532425870494091e-03,1.405311648344795793e-02,2.038820423185958020e-01,7.228232516471688740e-02,5.836978119028751744e-02,2.213229923677256794e-01,8.792391604723527321e-01
2.428791075005224620e+00,6.040587529703981273e-01,4.980167822082688933e-01,2.631567887050448740e-03,-9.865462735951398970e-03,1.671855101035541608e-02,1.827259802382133480e-01,1.594500573167456081e-01,5.485537431543587722e-02,5.677853454216538753e-02,8.434672604364567006e-01
2.340750807974777636e+00,6.269046277052371385e-01,4.922660314475442722e-01,1.297866300051440241e-02,-3.621832564939647323e-03,1.562922376131945651e-02,2.248042798739305625e-01,9.716209561405661499e-02,2.816775402129144401e-02,1.173466348064668985e-01,9.254919442156456233e-01
2.265581157791140221e+00,6.433319935820998037e-01,4.906851043000897139e-01,7.871095749554794796e-03,-4.661402154064121089e-03,2.904386858356316700e-02,2.875164901723767374e-01,-5.748153903028546674e-03,5.571542443960227770e-02,7.986244699583668061e-02,8.775409115637188284e-01
2.271816336650751111e+00,6.601073819395827380e-01,5.005824855149259012e-01,9.028505696343823786e-03,3.956849718451975993e-03,2.336293323647018610e-02,2.581069828986899406e-01,-5.718283605100731026e-04,5.607015167369653469e-02,1.077904060619697124e-01,8.989663493314178355e-01
2.315726569269809687e+00,6.397316732073150547e-01,4.882597717635339674e-01,7.547648136093008074e-03,2.016078586414247337e-02,2.906443173749919534e-02,2.015770857147319295e-01,6.119455438104537404e-02,5.220562366004885546e-02,4.329688420722502262e-02,8.462512797751603477e-01
2.332733379385717676e+00,6.308504204392194614e-01,4.986744563426438459e-01,1.489459174880140152e-02,4.594012929850347510e-03,2.751838185571456319e-02,1.709351321964213410e-01,9.516732630004950955e-02,7.637176737501220891e-02,3.673424214177717362e-02,8.626544574314537472e-01
2.213918115604248449e+00,6.287528773300373741e-01,4.930739752160326339e-01,1.813454244506125523e-02,7.738153213081747778e-03,3.921304112808249309e-02,1.447147275766477448e-01,1.680740511604423421e-02,7.111877002668402781e-02,9.996511696293847171e-02,9.279434118860336866e-01
2.283464258259738422e+00,6.861766910614764958e-01,4.805814145175728025e-01,9.580663805534940514e-03,1.129557892892426273e-02,3.666298269979544056e-02,2.140766549099565319e-01,6.903955985667281636e-02,1.031223540745164619e-01,1.394862856275932289e-02,9.391283547748878746e-01
2.315531520514625630e+00,6.469915620869741701e-01,4.675002072661206265e-01,2.426230804725834286e-02,9.474164589214576632e-03,3.339841115177764885e-02,8.130694720354081362e-02,8.444376399602149252e-02,1.183622198935522368e-01,2.940173983721528286e-02,9.162233078486116122e-01
2.103926611172956207e+00,6.663068472576813006e-01,4.760283767336802030e-01,3.293643184947131486e-02,6.551443793663768930e-03,2.838079001104366547e-02,2.138315446181973667e-01,7.295821590358728126e-02,1.066010078752594042e-01,1.134368604612356335e-01,9.359017359718506679e-01
2.287402197356775968e+00,6.549819809230815748e-01,4.906952401016278498e-01,1.423553923220063563e-02,9.379857945789380966e-03,1.638267612735198886e-02,1.851319867528884722e-01,3.839593528647150533e-02,1.341646105232044417e-01,1.064212694170730000e-01,9.155190077615947830e-01
2.273087599015753746e+00,6.990020140751024291e-01,5.066194696231908212e-01,1.491069038681053574e-02,8.296542526009892393e-03,1.488956528469340644e-02,2.431484354004977422e-01,4.547874122195999513e-02,8.506249165789252220e-02,9.406584900238196267e-02,9.373680151587600040e-01
2.302786330203404397e+00,6.120235217534967243e-01,4.893110808213004814e-01,1.193307600400706804e-02,4.263519536473094583e-03,3.029927636949589220e-02,2.091863614942707228e-01,7.436770644090344440e-02,7.846829391948523247e-02,5.634506107150384635e-02,1.028480641040386168e+00
2.306161615208977889e+00,6.697553875789096223e-01,4.947090877705168643e-01,1.841273270584933494e-02,9.948980919275910231e-03,2.123923118632151108e-02,1.646953207317600754e-01,9.343954858365488558e-02,8.901246431309947638e-02,3.773544924528507427e-02,9.112754719119969815e-01
2.282988916841648397e+00,6.261926610092379830e-01,4.944442331323553597e-01,1.541498126578544348e-02,8.270301125458508901e-03,2.132353312329554607e-02,2.093307021400237222e-01,9.580928594784640651e-02,9.925579317382023092e-02,6.103550973252266920e-02,9.535868847072138665e-01
2.296230879911088429e+00,6.381186475045712569e-01,4.672786827115793518e-01,2.616502003377036648e-03,9.458246051260874032e-03,2.458835044101494866e-02,3.141908615285944339e-01,6.348744374136966462e-02,4.622248780205816254e-02,1.212332693051191984e-01,9.800622416895569122e-01
2.236123938001499667e+00,6.728847945501166272e-01,4.730930305169007699e-01,1.882190068753887210e-02,4.006999824199632826e-03,2.222185256757869959e-02,2.197562263911014557e-01,6.207710817482547938e-02,1.122210971161647641e-01,1.414510770389725836e-01,9.505845853902065157e-01
2.240898092258534202e+00,6.832938926422215120e-01,4.786342593698685866e-01,1.742524898065687597e-02,7.621649747939775524e-03,2.439939655986684414e-02,2.321050499103579356e-01,1.333040319587557865e-01,1.084219107551908090e-01,2.820632963522607187e-02,9.425460863559074198e-01
2.256919493126024356e+00,6.882081819430435621e-01,4.731055294862451244e-01,2.037935303940728582e-02,5.180029111523765106e-03,1.493482611444013966e-02,2.808542299907247908e-01,4.300955510005055604e-02,8.745626741883005817e-02,4.396926647841351010e-02,8.681327494557543600e-01
2.303237352371038327e+00,6.545858588130121225e-01,4.753252463624827451e-01,1.663063471889621170e-02,-6.524422386917253652e-03,1.350542097146698386e-02,2.561204686810539255e-01,5.700835468340706425e-02,1.267945298792353959e-01,7.744009894845925446e-02,9.613929649815152745e-01
2.164021994027724549e+00,6.679890813117697057e-01,4.912775079460652838e-01,5.687737994145234885e-03,-8.105560013460489169e-03,1.717613099401710947e-02,2.344909068669524532e-01,3.424367803531690874e-02,5.838937892342883212e-02,1.037692871571752329e-01,9.443486489407595386e-01
2.226946027587761279e+00,6.762802157565906969e-01,4.859911139561243765e-01,1.083870363737331893e-02,-1.132001337428107865e-02,3.129980771040960508e-02,2.307349271375951916e-01,6.471088657645776565e-02,4.793644589241837645e-02,1.721506394473481388e-02,9.437537258470040102e-01
2.227793713445349599e+00,7.333273740285032316e-01,4.982736496555931760e-01,1.041437593566386238e-02,-2.696905688580763898e-03,4.541798507908559324e-02,3.213035508358894066e-01,2.835536278750012962e-02,5.427076006543860021e-02,3.962599841910545428e-03,1.005538265699017941e+00
